decision_id,authority,priority,scope,family,decision,supersedes,status,source,implementation_status,future_work_rule
OSD-052,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,WRITER,"Break execution into atomic tasks with exact inputs, paths/components, state transition, required behavior, tests/evidence and done conditions; serialize only shared/colliding owners.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-053,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,WRITER,"Writer packets should be executable by capable ordinary ChatGPT chats, not depend on Work-scale context or hidden memory. Heavy Work is reserved for synthesis/research/complex integration, while writer capsules remain compact and deterministic.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-054,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,WRITER,A writer may identify contradictions but must not silently reinterpret the product. It records the conflict and applies the packet precedence/supersession rules.,,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-055,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,WRITER,"Packets include what must not change, what must not be duplicated, forbidden state owners, forbidden shortcuts and known traps, not only desired features.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-056,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,WRITER,Material interaction states use explicit transition tables/Given-When-Then assertions rather than relying on narrative interpretation.,,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-057,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,PRODUCTION,"Production writer is an implementer, not a second product designer. Conversion packets map frozen Blueprint behavior into current code with explicit allowed implementation freedom.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-058,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,PRODUCTION,Every Owner requirement/capability/command/state maps through Blueprint component to production symbol/test/evidence or explicit disposition.,,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-059,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,PRODUCTION,"Production conversion packets include exact current branch/SHA, paths/symbols, owners, adapters, route/data contracts, test targets, collision map and write scope.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-060,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,PRODUCTION,"Production parity must cover visual hierarchy, behavior, state semantics, keyboard/pointer, accessibility, responsive, themes/Bidi, error/empty states and domain truth.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-061,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,DISCOVERY,"Owner examples are minimum evidence, not an exhaustive list. Big Boss must systematically search for analogous states/use cases and improve the doctrine without deleting or weakening direct Owner intent.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-062,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,DISCOVERY,"For each proposed universal rule, test it against modal/persistent/transient/editor/spatial/table/operational/review/configuration archetypes to avoid overgeneralization.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-063,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,DISCOVERY,"Big Boss must actively search current authority/blueprints/product for unnecessary locks, read-only assumptions, single-route interactions, duplicate settings owners and donor regressions, not wait for the Owner to point them out.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-064,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,P0,PORTFOLIO,DISCOVERY,"Big Boss must actively identify strong mechanics in existing donors/production/historical work that should be preserved or generalized, even if they were not mentioned in current Owner examples.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_intent_registry.json,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS
OSD-065,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"Product language is configurable, never permanently Arabic-first.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-066,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,UI language and language pack are separate preferences.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-067,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Chrome direction can AUTO/LTR/RTL independently of locale.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-068,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Natural language direction is separate from chrome direction.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-069,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Alignment START/END/LEFT/RIGHT/CENTER/JUSTIFY is independently applicable.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-070,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Typography and script fallback are separate from language.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-071,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Technical tokens retain logical byte/codepoint sequence; canonical metadata has its own edit command.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-072,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,One global semantic preference owner.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-073,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Safe default→global→workspace→surface→view/tool→valid content/object→session.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-074,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Global ownership is not globally forced value.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-075,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Mixed-script and terminal/code presentation need explicit profiles.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-076,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Presentation changes never implicitly rewrite canonical content metadata.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-077,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Many settings entry routes use one preference registry.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-078,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,UI preferences remain distinct from W05 operational configuration.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-079,CURRENT_USER_AND_PHASE_B,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Context budget is governed; Reader Set first and exact lookup only.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 O01/owner_supersession_normalized.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-080,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,W02 Library/Editor and Visualize are high-value mechanical donor floors; reuse compatible generic mechanics without importing foreign business/domain truth.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-081,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"The W03 world-class proposal is high-value design input, not frozen authority or automatic acceptance.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-082,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,W03 may improve beyond its proposal while preserving underlying professional needs and semantic boundaries.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-083,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Controller/Writer lineage packets are evidence/reconstruction inputs; recency alone never grants acceptance.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-084,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"Context budget is architectural: use decision-complete capsules/indices first and exact raw lookup only for named conflicts, identities or proof gaps.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-085,CURRENT_DIRECT_OWNER,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"For compatible generic workspace/presentation/interaction mechanics, exact Accepted Library v1.2.17 executable donor code is the primary design donor; crosswalks summarize but do not replace donor inspection.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_ACCEPTED_LIBRARY_INHERITANCE_ADDENDUM_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-086,CURRENT_DIRECT_OWNER,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Preserve before invent: REUSE_AS_IS > REUSE_VISUALLY_AS_IS > ADAPT_DOMAIN_ONLY > EXTEND_WITHOUT_REPLACING > NEW_DESIGN_ONLY_IF_INCOMPATIBILITY_IS_EXPLICITLY_PROVEN.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_ACCEPTED_LIBRARY_INHERITANCE_ADDENDUM_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-087,CURRENT_DIRECT_OWNER,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Cross-surface CEP continuity is required: compatible generic pane/context-menu/transient/settings/responsive/command-discovery/focus grammar remains recognizably Library-lineage while domain content/actions adapt above it.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_ACCEPTED_LIBRARY_INHERITANCE_ADDENDUM_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-088,CURRENT_DIRECT_OWNER,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"Across ALL CEP workspaces/surfaces, optional guidance/support UI such as legends, guiding labels, stickers/chips, hints, badges, callouts and helper overlays is not permanent forced chrome.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_GLOBAL_GUIDANCE_ELEMENTS_ADDENDUM_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-089,CURRENT_DIRECT_OWNER,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"Eligible guidance UI exposes applicable show/hide, open/close/reopen, move/reposition or dock/anchor, persistence/reset and keyboard-accessible recovery; preferred state remains distinct from responsive effective state.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_GLOBAL_GUIDANCE_ELEMENTS_ADDENDUM_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-090,CURRENT_DIRECT_OWNER,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Guidance customization never hides mandatory safety/security/authority/integrity/legal/error/accessibility truth; split optional guidance from mandatory disclosure when mixed.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_GLOBAL_GUIDANCE_ELEMENTS_ADDENDUM_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-091,CURRENT_DIRECT_OWNER,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Applicable spatial default input profile: blank LEFT-drag marquee; object LEFT-drag move; RIGHT-click context; Space+LEFT-drag temporary pan; middle-drag pan; wheel vertical pan/scroll; Shift+wheel horizontal; Ctrl/Cmd+wheel pointer-centered zoom; fit/zoom routes stay keyboard reachable.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_SHARED_SPATIAL_INPUT_ADDENDUM_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OSD-092,CURRENT_DIRECT_OWNER,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Applicable spatial multi-selection/context routes use one semantic command owner and Library-derived professional contextual/transient grammar; spatial selection/geometry never becomes domain truth by itself.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_SHARED_SPATIAL_INPUT_ADDENDUM_v1.0.md,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION
OWNER-20260910-001,CURRENT_DIRECT_OWNER_2026_09_10,P0,PORTFOLIO,CUSTOMIZATION_GENERALIZATION,"Customization is a general platform principle, not a language-only exception. Theme, language, direction, alignment, layout, pane widths/visibility, toolbar composition, guidance, editor/spatial presentation and other safe presentation/workspace preferences should be configurable where meaningful.",Fixed historical defaults and surface-local preference owners.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
OWNER-20260910-002,CURRENT_DIRECT_OWNER_2026_09_10,P0,PORTFOLIO,SAFE_DEFAULT_NOT_PRODUCT_LAW,"Defaults are safe starting values, not permanent Owner laws unless an explicit safety/domain reason makes them non-configurable.",Arabic-first and other fixed-default formulations.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
