SECTION_ID,SECTION_NUMBER,SECTION_TITLE,SOURCE_ATOM_ID,REQUIREMENT_ID,ATOMIC_REQUIREMENT,A_CLASSIFICATIONS,A_EXPECTED_OWNER,CONTROLLER_OWNERSHIP_LAYER,REUSABLE_MECHANIC_OR_DOMAIN_OWNER,W03_DISPOSITION,WORK_ADMISSION,ADMITTED_TASK_ID,RATIONALE
W03-PROP-11,11,TERMINAL REALISM,W03-PROP-11-A000,CEP-REQ-W03-11-000,Terminal output must be causally backed by simulation state/behavior/events/telemetry/validation rather than decorative text.,FAMILY_ENGINE_OPERATIONAL;DOMAIN_ADAPTER;CONFORMANCE_TEST,InternalSimulationAdapter,OPERATIONAL_FAMILY,OperationalSurfaceManager / TerminalSurface / RuntimeAdapter / OperationalSessionModel,EXTRACT_REUSABLE_MECHANIC,DEFER_HIGH_VALUE,,Operational mechanic is reusable; only provider-neutral/runtime-causal subset is current bounded work.
W03-PROP-11,11,TERMINAL REALISM,W03-PROP-11-A001,CEP-REQ-W03-11-001,The simulation should also be capable of producing must support the following set where semantically applicable: interface state change;; route impact;; reachability change;; dependent service impact;; event;; telemetry;; Scenario/Lab validation effect..,FAMILY_ENGINE_OPERATIONAL;DOMAIN_ADAPTER;CONFORMANCE_TEST;STATE_OWNERSHIP,InternalSimulationAdapter,DOMAIN_ADAPTER,InternalSimulationAdapter + RuntimeAdapter causal projection + Scenario/Lab validation adapters,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Simulation consequences originate in runtime/simulation truth and may feed Scenario/Lab validation adapters; Lab cannot own the causal engine.
W03-PROP-11,11,TERMINAL REALISM,W03-PROP-11-A002,CEP-REQ-W03-11-002,"A simulated command consequence should propagate through canonical device/network/service state, events, telemetry, task/validation and visible output when those semantics exist.",FAMILY_ENGINE_OPERATIONAL;DOMAIN_ADAPTER;CONFORMANCE_TEST;SEMANTIC_COMMAND;STATE_OWNERSHIP,InternalSimulationAdapter,DOMAIN_ADAPTER,InternalSimulationAdapter + RuntimeAdapter causal/event projection + domain observers,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Canonical simulation consequences are Runtime/Simulation owned and projected to telemetry/tasks/validation/output observers.
W03-PROP-12,12,MULTI-DEVICE OPERATION,W03-PROP-12-A000,CEP-REQ-W03-12-000,"The Operational family must support simultaneous multi-device tools with stable sessions, rapid switching, grouping, tabs/splits, search, keyboard navigation and restoration without visual chaos.",FAMILY_ENGINE_OPERATIONAL;LAYOUT_PRIMITIVE;INTERACTION_GRAMMAR,TerminalSessionManager,OPERATIONAL_FAMILY,OperationalSessionModel + SessionPresentation + future SessionShelf,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,"The atom explicitly defines multi-device operational sessions, switching, grouping, search and restoration. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-12,12,MULTI-DEVICE OPERATION,W03-PROP-12-A001,CEP-REQ-W03-12-001,Allow must support the following set where semantically applicable: multiple sessions;; fast switching;; tabs;; split panes;; session groups;; session shelf;; quick switcher;; search sessions;; keyboard next/previous session;; close/reopen;; session restoration..,FAMILY_ENGINE_OPERATIONAL;LAYOUT_PRIMITIVE;INTERACTION_GRAMMAR;ACCESSIBILITY,TerminalSessionManager,OPERATIONAL_FAMILY,OperationalSessionModel / SessionPresentation / future SessionShelf,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-005,Multi-session switching/shelf/search/reopen is Operational session ownership; SessionShelf remains deferred. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-13,13,SESSION SHELF,W03-PROP-13-A000,CEP-REQ-W03-13-000,A compact Session Shelf should expose stable operational session identities/status and allow focus/restore/close/pin/move/group without becoming a duplicate session owner.,FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;ACTION_AVAILABILITY,TerminalSessionManager,OPERATIONAL_FAMILY,future SessionShelf over OperationalSessionModel,PRESERVE_AND_IMPROVE,DO_NOW_P1,FND-RSM-P1-005,"Session Shelf is an Operational presentation over stable session identities, not ResponsiveLayoutState ownership. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-13,13,SESSION SHELF,W03-PROP-13-A001,CEP-REQ-W03-13-001,Each item may show must support the following set where semantically applicable: active;; idle;; warning;; disconnected;; paused;; ended;; historical..,FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;ACTION_AVAILABILITY;SEMANTIC_COMMAND,TerminalSessionManager,OPERATIONAL_FAMILY,OperationalSessionModel + future SessionShelf presentation,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-004,Active/idle/warning/disconnected/paused/ended/historical are session lifecycle/status projections. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-13,13,SESSION SHELF,W03-PROP-13-A002,CEP-REQ-W03-13-002,User can must support the following set where semantically applicable: focus;; restore;; close;; pin;; move;; group..,FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;ACTION_AVAILABILITY,TerminalSessionManager,OPERATIONAL_FAMILY,SessionPresentation + future SessionShelf,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,Focus/restore/close/pin/move/group are Session Shelf/operational presentation actions. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A000,CEP-REQ-W03-14-000,"Enterprise is a domain environment builder over shared structured/spatial mechanics; object, device, network, zone, service and relation semantics remain Enterprise-owned and connections are interface-aware.",DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter + shared Structured/Spatial/Operational family adapters,EXTRACT_DOMAIN_VALUE,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-004;FND-RSM-P1-009,Enterprise environment semantics are Enterprise-owned while reusable workbench mechanics come from shared families.
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A001,CEP-REQ-W03-14-001,Primary purposes must support the following set where semantically applicable: define the organization/environment;; define systems;; devices;; networks;; services;; applications;; identities;; controls;; dependencies;; relationships;; Digital Twins;; Baselines..,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter + shared family capabilities,EXTRACT_DOMAIN_VALUE,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-004;FND-RSM-P1-009,"Enterprise systems/devices/networks/services/identities/control semantics are domain-owned, not RelationInteraction-owned."
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A002,CEP-REQ-W03-14-002,LEFT must support the following set where semantically applicable: asset/device palette;; Enterprise object catalog;; layers;; search;; saved views..,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preserve domain value without promoting W03 implementation/design authority.
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A003,CEP-REQ-W03-14-003,CENTER must support the following set where semantically applicable: topology / Digital Twin canvas;; flexible spatial modeling;; devices;; networks;; groups;; zones;; relationships..,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED,DomainW03,SPATIAL_FAMILY,SpatialViewportEngine / CameraModel,EXTRACT_REUSABLE_MECHANIC,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-004;FND-RSM-P1-009,Shared spatial representation mechanic; retain domain model separately.
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A004,CEP-REQ-W03-14-004,Device selected must support the following set where semantically applicable: identity;; type;; interfaces;; capabilities;; properties;; simulation behavior;; associated services;; source;; revision..,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED;STATE_OWNERSHIP,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preserve domain value without promoting W03 implementation/design authority.
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A005,CEP-REQ-W03-14-005,Link selected must support the following set where semantically applicable: endpoints;; interfaces;; link type;; bandwidth;; status;; semantics..,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter,EXTRACT_DOMAIN_VALUE,DEFER_TO_W03_SURFACE_BUILD,,Selected-link interface/bandwidth/status semantics are Enterprise domain properties presented through shared spatial mechanics.
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A006,CEP-REQ-W03-14-006,Zone selected must support the following set where semantically applicable: name;; network;; trust;; segmentation;; members..,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preserve domain value without promoting W03 implementation/design authority.
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A007,CEP-REQ-W03-14-007,Provide must support the following set where semantically applicable: drag/drop;; quick add;; duplicate;; multi-select;; group;; align;; distribute;; copy/paste;; keyboard move;; undo/redo;; snapping;; grid;; zoom;; minimap;; search-to-focus..,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED;ACCESSIBILITY,DomainW03,SPATIAL_FAMILY,SpatialModel / SpatialInteraction / SemanticSpatialNavigator,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P0,FND-RSM-P0-003,Drag/multi-select/group/align/distribute/grid/zoom/minimap/search-to-focus are Spatial mechanics. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-14,14,ENTERPRISE SURFACE,W03-PROP-14-A008,CEP-REQ-W03-14-008,Enterprise relation authoring must choose explicit compatible source/target interfaces and reject incompatible combinations before canonical commit.,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_STRUCTURED,DomainW03,SPATIAL_FAMILY,RelationInteraction + RelationDomainAdapter + RelationComposer,EXTRACT_REUSABLE_MECHANIC,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-004;FND-RSM-P1-009,Canonical relation mutation already exists; reuse/tighten rather than reimplement.
W03-PROP-15,15,ENTERPRISE — DEVICE LIBRARY,W03-PROP-15-A000,CEP-REQ-W03-15-000,Enterprise device/object palette needs searchable/filterable/favoritable/recent/custom-template/preset behavior without hard vendor dependency.,DOMAIN_ADAPTER;SURFACE_SPECIFIC,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preserve domain value without promoting W03 implementation/design authority.
W03-PROP-15,15,ENTERPRISE — DEVICE LIBRARY,W03-PROP-15-A001,CEP-REQ-W03-15-001,Support must support the following set where semantically applicable: search;; favorites;; recently used;; categories;; filters;; custom templates;; saved device presets..,DOMAIN_ADAPTER;SURFACE_SPECIFIC,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preserve domain value without promoting W03 implementation/design authority.
W03-PROP-16,16,DIGITAL TWIN EXPERIENCE,W03-PROP-16-A000,CEP-REQ-W03-16-000,"Digital Twin must separate Enterprise definition, Twin simulation properties and Run state, with explicit revision/validation/publish/clone/compare/baseline semantics.",DOMAIN_ADAPTER;STATE_OWNERSHIP;SURFACE_SPECIFIC,DomainW03,ANALYTICAL_FAMILY,AnalyticalCompare contract,EXTRACT_REUSABLE_MECHANIC,DEFER_TO_FAMILY_BUILD,,"Strong future family boundary, not required for current v0.2.1 implementation."
W03-PROP-16,16,DIGITAL TWIN EXPERIENCE,W03-PROP-16-A001,CEP-REQ-W03-16-001,Support must support the following set where semantically applicable: Draft;; Revision;; Validate;; Publish Revision;; Clone Revision;; Compare Revision;; Create Baseline..,DOMAIN_ADAPTER;STATE_OWNERSHIP;SURFACE_SPECIFIC,DomainW03,ANALYTICAL_FAMILY,AnalyticalCompare contract,EXTRACT_REUSABLE_MECHANIC,DEFER_TO_FAMILY_BUILD,,"Strong future family boundary, not required for current v0.2.1 implementation."
W03-PROP-16,16,DIGITAL TWIN EXPERIENCE,W03-PROP-16-A002,CEP-REQ-W03-16-002,Potential per-device Twin properties must support the following set where semantically applicable: initial state;; capabilities;; behavior;; service state;; control behavior;; telemetry generation;; event rules;; reset rules..,DOMAIN_ADAPTER;STATE_OWNERSHIP;SURFACE_SPECIFIC,DomainW03,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preserve domain value without promoting W03 implementation/design authority.
W03-PROP-17,17,SCENARIOS SURFACE,W03-PROP-17-A000,CEP-REQ-W03-17-000,"Scenario authoring must model phases, branches, tasks, conditions, triggers, roles, environment contracts, Lab references, paths, events, timing, dependencies, checkpoints and validation across interchangeable representations without duplicating truth.",DOMAIN_ADAPTER;FAMILY_ENGINE_STRUCTURED;FAMILY_ENGINE_SPATIAL,DomainW03,DOMAIN_ADAPTER,ScenarioDomainAdapter / Scenario composition,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Scenario authoring phases/branches/tasks/triggers/conditions are Scenario domain truth over shared family mechanics.
W03-PROP-17,17,SCENARIOS SURFACE,W03-PROP-17-A001,CEP-REQ-W03-17-001,Support must support the following set where semantically applicable: scenario identity;; purpose;; learning/operational objective;; phases;; branches;; tasks;; conditions;; triggers;; roles;; teams;; environment contract;; Lab module references;; success/failure paths;; injects;; events;; timing;; dependencies;; checkpoints;; scoring/validation logic where appropriate..,DOMAIN_ADAPTER;FAMILY_ENGINE_STRUCTURED;FAMILY_ENGINE_SPATIAL;STATE_OWNERSHIP,DomainW03,DOMAIN_ADAPTER,ScenarioDomainAdapter / Scenario composition,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Scenario-specific representations and semantics remain Scenario-owned while consuming reusable engines.
W03-PROP-17,17,SCENARIOS SURFACE,W03-PROP-17-A002,CEP-REQ-W03-17-002,Switching Scenario representations (timeline/lanes/flow/dependency/outline) must not duplicate Scenario truth.,DOMAIN_ADAPTER;FAMILY_ENGINE_STRUCTURED;FAMILY_ENGINE_SPATIAL,DomainW03,DOMAIN_ADAPTER,ScenarioDomainAdapter / Scenario composition,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Scenario semantics remain W03 domain value; no current surface build.
W03-PROP-18,18,SCENARIO AUTHORING INTERACTIONS,W03-PROP-18-A000,CEP-REQ-W03-18-000,Scenario authoring interactions must dispatch semantic commands; arbitrary visual edges must never silently define execution logic.,DOMAIN_ADAPTER;SEMANTIC_COMMAND;INTERACTION_GRAMMAR,RelationInteraction,SPATIAL_FAMILY,RelationInteraction + RelationDomainAdapter + RelationComposer,EXTRACT_REUSABLE_MECHANIC,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-004;FND-RSM-P1-009,Canonical relation mutation already exists; reuse/tighten rather than reimplement.
W03-PROP-18,18,SCENARIO AUTHORING INTERACTIONS,W03-PROP-18-A001,CEP-REQ-W03-18-001,Support must support the following set where semantically applicable: add phase;; reorder phase;; create branch;; connect condition;; add task;; assign role;; reference Lab;; define trigger;; define completion condition;; attach event/inject;; set timing;; duplicate component;; group;; collapse;; expand;; filter;; search;; validate..,DOMAIN_ADAPTER;SEMANTIC_COMMAND;INTERACTION_GRAMMAR,RelationInteraction,DOMAIN_ADAPTER,ScenarioDomainAdapter + semantic authoring commands,EXTRACT_REUSABLE_MECHANIC,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-004,Phase/branch/task/role/trigger/condition authoring is Scenario semantic state; Spatial mechanics are optional representations. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-18,18,SCENARIO AUTHORING INTERACTIONS,W03-PROP-18-A002,CEP-REQ-W03-18-002,"Scenario relation/branch authoring must be semantic and validated, not a decorative line gesture.",DOMAIN_ADAPTER;SEMANTIC_COMMAND;INTERACTION_GRAMMAR,RelationInteraction,SPATIAL_FAMILY,RelationInteraction + RelationDomainAdapter + RelationComposer,EXTRACT_REUSABLE_MECHANIC,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-004;FND-RSM-P1-009,Canonical relation mutation already exists; reuse/tighten rather than reimplement.
W03-PROP-19,19,SCENARIO RUNTIME CONTINUITY,W03-PROP-19-A000,CEP-REQ-W03-19-000,"During a Run, Scenario representation should become a live projection of current phase/tasks/transitions/injects/events/activity rather than be replaced by a generic dashboard.",DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP,RuntimeAdapter,DOMAIN_ADAPTER,ScenarioDomainAdapter + RunDomainAdapter/runtime projection,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Scenario runtime continuity crosses Scenario definition and Run/runtime projection; it is not Lab domain ownership.
W03-PROP-20,20,LABS SURFACE,W03-PROP-20-A000,CEP-REQ-W03-20-000,"Labs must be reusable practical-exercise definitions with metadata, objectives, environment requirements, tasks/exercises, validation, hints, artifacts, telemetry expectations, outcomes and assessment across professional views.",DOMAIN_ADAPTER;FAMILY_ENGINE_STRUCTURED,StructuredDocumentDomainAdapter,SURFACE_SPECIFIC,W03 composition/design guidance,DEFER_TO_W03_SURFACE_BUILD,DEFER_TO_SURFACE_BUILD,,Design guidance is valuable but cannot define Foundation implementation.
W03-PROP-20,20,LABS SURFACE,W03-PROP-20-A001,CEP-REQ-W03-20-001,A Lab may contain must support the following set where semantically applicable: metadata;; objectives;; instructions;; environment requirements;; devices;; services;; tasks;; exercises;; validation;; hints;; artifacts;; telemetry expectations;; simulated outcomes;; assessment points..,DOMAIN_ADAPTER;FAMILY_ENGINE_STRUCTURED,StructuredDocumentDomainAdapter,DOMAIN_ADAPTER,LabDomainAdapter / Lab composition,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,The atom enumerates Lab definition semantics and should not be owned by Enterprise topology. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-21,21,LAB TASK EXPERIENCE,W03-PROP-21-A000,CEP-REQ-W03-21-000,"Lab tasks may be ordered, unordered, dependency-bound, branching, conditional, optional or trigger-hidden and bind to concrete device/service/event/telemetry/command/state/artifact/validation semantics.",DOMAIN_ADAPTER;STATE_OWNERSHIP,DomainW03,DOMAIN_ADAPTER,LabDomainAdapter / Lab task model,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Task ordering/dependency/branching/validation semantics are Lab-domain ownership. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-21,21,LAB TASK EXPERIENCE,W03-PROP-21-A001,CEP-REQ-W03-21-001,Lab tasks may support must support the following set where semantically applicable: ordered;; unordered;; dependency-bound;; branching;; conditional;; optional;; hidden-until-triggered..,DOMAIN_ADAPTER;STATE_OWNERSHIP,DomainW03,DOMAIN_ADAPTER,LabDomainAdapter / Lab composition,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preserve domain value without promoting W03 implementation/design authority.
W03-PROP-22,22,LAB RUNTIME EXPERIENCE,W03-PROP-22-A000,CEP-REQ-W03-22-000,"Lab runtime should activate the same environment, context-sensitive tasks, direct operational tools and truthful state-based validation/progress without forcing a disconnected generic Run page.",DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;ACTION_AVAILABILITY,RuntimeAdapter,DOMAIN_ADAPTER,LabDomainAdapter + Run projection contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-004,"Lab runtime continuity, contextual tasks and validation are Lab/Run-domain semantics consuming shared Operational tools. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-22,22,LAB RUNTIME EXPERIENCE,W03-PROP-22-A001,CEP-REQ-W03-22-001,When running a Lab must support the following set where semantically applicable: environment becomes operational;; task panel becomes context-sensitive;; operational tools open directly from devices;; validation can observe state;; hints may be available depending policy;; progress should never fake completion;; user actions should drive state..,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;ACTION_AVAILABILITY;STATE_OWNERSHIP,RuntimeAdapter,DOMAIN_ADAPTER,LabDomainAdapter + RuntimeAdapter validation projection,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-005,"Environment activation, task context and state-based validation are Lab runtime-domain behavior, not workspace pane ownership. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-23,23,RUNS SURFACE,W03-PROP-23-A000,CEP-REQ-W03-23-000,Runs require explicit lifecycle states and preflight/readiness validation while keeping the operational topology/work area central instead of becoming a dashboard wall.,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP,RuntimeAdapter,DOMAIN_ADAPTER,RunDomainAdapter / RunModeController contract,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Run lifecycle and preflight/readiness are Run-domain state-machine semantics. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-23,23,RUNS SURFACE,W03-PROP-23-A001,CEP-REQ-W03-23-001,Preflight may inspect must support the following set where semantically applicable: required environment;; required devices;; configuration validity;; capabilities;; Scenario/Lab compatibility;; unresolved dependencies;; simulation readiness..,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP,RuntimeAdapter,DOMAIN_ADAPTER,RunDomainAdapter / Preflight capability contract,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,"Preflight validation is Run-domain readiness logic, not Enterprise topology ownership. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-23,23,RUNS SURFACE,W03-PROP-23-A002,CEP-REQ-W03-23-002,Possible runtime information must support the following set where semantically applicable: current task;; current phase;; device states;; link states;; alerts;; events;; telemetry;; active sessions;; operational surfaces;; runtime topology;; task progression;; snapshots;; checkpoints where appropriate;; elapsed time;; pause/resume..,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;SEMANTIC_COMMAND,RuntimeAdapter,OPERATIONAL_FAMILY,OperationalSurfaceManager + RuntimeAdapter session/event projection,EXTRACT_REUSABLE_MECHANIC,PRESENT_NEEDS_BETTER_TEST,,"Current task/phase, device/link state, telemetry, sessions and runtime controls are operational runtime projections. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-23,23,RUNS SURFACE,W03-PROP-23-A003,CEP-REQ-W03-23-003,Preflight must expose missing environment/device/config/capability/scenario-lab/dependency/readiness truth before RUNNING.,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP,RuntimeAdapter,DOMAIN_ADAPTER,RunDomainAdapter / Preflight capability contract,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preflight missing-readiness truth belongs to the Run-domain preflight boundary. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-24,24,RUN START EXPERIENCE,W03-PROP-24-A000,CEP-REQ-W03-24-000,Run start must be a deliberate Build→Preflight→Freeze/Project→Prepare→Ready→Running transition that preserves workspace context and changes action availability/state truth appropriately.,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;ACTION_AVAILABILITY,RuntimeAdapter,DOMAIN_ADAPTER,RunDomainAdapter / RunModeController contract,EXTRACT_DOMAIN_VALUE,DEFER_TO_W03_SURFACE_BUILD,,Build→Preflight→Ready→Running is the Run-domain transition that feeds shared availability/presentation policies. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-24,24,RUN START EXPERIENCE,W03-PROP-24-A001,CEP-REQ-W03-24-001,For example must support the following set where semantically applicable: canvas remains;; authored editing controls become locked/disabled;; runtime status appears;; device state badges activate;; operational tool actions become prominent;; runtime toolbar appears..,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;ACTION_AVAILABILITY,RuntimeAdapter,GLOBAL_FOUNDATION,ActionAvailabilityCore + WorkspaceFoundation mode projection,EXTRACT_REUSABLE_MECHANIC,PRESENT_NEEDS_BETTER_TEST,,Mode transitions change visible/enabled authoring/runtime routes through shared availability and workspace projection. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-24,24,RUN START EXPERIENCE,W03-PROP-24-A002,CEP-REQ-W03-24-002,Run transition may disable authored mutation routes and enable runtime operational routes without losing canvas/object context.,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;ACTION_AVAILABILITY,RuntimeAdapter,GLOBAL_FOUNDATION,ActionAvailabilityCore + WorkspaceFoundation + RunModeController input,EXTRACT_REUSABLE_MECHANIC,PRESENT_NEEDS_BETTER_TEST,,Disabling authoring mutation and enabling runtime routes is shared action availability driven by canonical Run mode. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-25,25,RUN TOOLBAR,W03-PROP-25-A000,CEP-REQ-W03-25-000,Run controls should be compact/contextual and route Start/Pause/Resume/Stop and task/events/telemetry/session/timeline/navigation actions through semantic commands.,DOMAIN_ADAPTER;ACTION_AVAILABILITY;SEMANTIC_COMMAND;LAYOUT_PRIMITIVE,ActionAvailabilityCore,GLOBAL_FOUNDATION,ActionAvailabilityCore + SemanticCommandRegistry + RunDomainAdapter capability binding,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-005,"Run toolbar controls are contextual actions governed by shared availability/semantic-command ownership plus Run capabilities, not responsive layout state."
W03-PROP-26,26,DEVICE STATES,W03-PROP-26-A000,CEP-REQ-W03-26-000,Device runtime states require strong visual and non-visual representation and must never rely on color alone.,DOMAIN_ADAPTER;ACCESSIBILITY,ConformanceHarness,OPERATIONAL_FAMILY,OperationalSurfaceManager / TerminalSurface / RuntimeAdapter / OperationalSessionModel,EXTRACT_REUSABLE_MECHANIC,DEFER_HIGH_VALUE,,Operational mechanic is reusable; only provider-neutral/runtime-causal subset is current bounded work.
W03-PROP-27,27,LINKS / CONNECTIONS DURING RUN,W03-PROP-27-A000,CEP-REQ-W03-27-000,Runtime links must communicate operational state/traffic/security overlays with user-controllable detail and clutter reduction.,DOMAIN_ADAPTER;FAMILY_ENGINE_SPATIAL;PREFERENCE,SpatialInteractionCore,SPATIAL_FAMILY,Spatial link representation + RuntimeAdapter link-state projection + CameraModel clutter policy,EXTRACT_REUSABLE_MECHANIC,DEFER_HIGH_VALUE,,Runtime link state is projected onto shared spatial link representation; camera policy controls clutter while runtime owns live state.
W03-PROP-28,28,PACKET / NETWORK INTERACTION,W03-PROP-28-A000,CEP-REQ-W03-28-000,Network operational tools may expose interface/capture/protocol/flow/route/table/policy/connectivity semantics only when supported by the active simulation provider; unsupported protocol depth must not be faked.,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;ACTION_AVAILABILITY,RuntimeAdapter,OPERATIONAL_FAMILY,OperationalSurfaceManager + RuntimeAdapter capability + ActionAvailabilityCore,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-004,"Network operational tools are provider-capability-gated Operational actions, not Spatial selection ownership. Work admission and atom identity preserved; no implementation expansion."
