source_name,sha256,bytes,catalog_classification,canonical_authority_class,normative_use,descriptive_use,currentness,acceptance_status,direct_read_requirement,value_preservation_or_reuse,supersession_status,hard_prohibition,content_structure,mission_rule,current_owner_accepted_target,review_scope,foundation_intake_status,foundation_implementation_authority,foundation_intake_note
CEP_CONTROLLER_SOURCE_AUTHORITY_AND_REQUIREMENT_ADMISSION_PROTOCOL_v1.0.md,10514c7057721ccc0dd3623d90f739ec69b3aa158257aeff6ddb6940749e4ac4,2452,CONTROLLER_OS_METHOD,CURRENT_CONTROLLER_METHOD,PROCESS_ONLY,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_PRODUCT_DESIGN_AUTHORITY,YES_WHEN_EXECUTION_OR_ASSURANCE,REUSE_GOVERNANCE_METHOD,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,CEP CONTROLLER SOURCE AUTHORITY + REQUIREMENT ADMISSION PROTOCOL v1.0 | 1. Authority order | 2. Source identity record | 3. Direct-source rule | 4. High-value proposal rule | 5. Requirement admission gate | 6. Supersession discipline | 7. Fresh-branch rule,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,METHOD_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CONTROLLER_SUCCESSOR_W03_RECOVERY_HANDOFF_v1.1.zip,3ab7a86d03205ef0556d36bf98e63a2fcae2e5d8523d5b147aace13563f16a99,8292613,SUPPORTING_CONTROL_OR_EVIDENCE,CURRENT_CONTROLLER_RECOVERY_INPUT,W03_ONLY_WHERE_NOT_SUPERSEDED,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_FINAL_W03_DESIGN_ACCEPTANCE,YES_FOR_W03_GAPS,MINE_CURRENT_W03_REQUIREMENTS_AND_GAPS,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,"ZIP members=40; types={'.md': 15, '.csv': 7, '.json': 7, '.txt': 2, '.zip': 3, '.py': 1, '.jpg': 4, '.diff': 1}",Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,SUPPORTING_EVIDENCE_NOT_IMPLEMENTATION_AUTHORITY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CONTROLLER_W01_W02_v1.1.5.1_PRE_COLAB_FINAL_DELIVERY_RECEIPT.json,bb25e22b441cf40ebb01319ce019ec003152e7da463097a8c053231c7613775f,1630,W01_W02_TRACEABILITY_OR_ASSURANCE,TRACEABILITY_OR_ASSURANCE_EVIDENCE,NO_EXCEPT_EMBEDDED_EXPLICIT_ADJUDICATION,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,MAPPING_OR_TEST_STATUS_ONLY,YES_FOR_MAPPING_OR_FINDINGS,REUSE_TRACEABILITY_METHOD_AND_EXACT_FINDINGS,NONE_KNOWN,MAPPING_PASS_NE_IMPLEMENTATION_OR_VISUAL_ACCEPTANCE,"JSON keys: artifact, classification, candidate, evidence, finding, source_scope, assurance, remaining_evidence_gates, remaining_external_gates, next_action, self_acceptance",Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,SUPPORTING_EVIDENCE_NOT_IMPLEMENTATION_AUTHORITY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CONTROLLER_W01_W02_v1.1.5_PRE_COLAB_MICRO_CORRECTION_REGISTER_v1.0.csv,d0582f126bc97a200f79f4aac4bfc8e235b218a910e7e2f5835dc95fe812c5a6,1338,RUNTIME_COLAB_METHOD_OR_EVIDENCE,RUNTIME_METHOD_OR_EVIDENCE,NO_PRODUCT_DESIGN,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,EVIDENCE_CLASS_ONLY,YES_FOR_RUNTIME_CUSTODY_OR_TEST,REUSE_RUNTIME_METHOD,NONE_KNOWN,RUNTIME_PASS_NE_OWNER_DESIGN_ACCEPTANCE,"CSV: finding_id, severity, scope, family, requirement_class, current_failure, controlling_basis, required_correction, write_scope, acceptance_gate, status, baseline, baseline_sha256",Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,METHOD_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CONTROLLER_W03_v3.3_VISUAL_REVIEW_EVIDENCE_v1.0.zip,83d7cd224831db07f14bc287aee98323631902ecdbb2f40a756c3818f89291ea,1675341,W03_CONTROLLER_REVIEW_OR_CONTROL,CURRENT_W03_CONTROLLER_FINDING_OR_ADJUDICATION,W03_SCOPED,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_FINAL_W03_DESIGN_ACCEPTANCE,YES,ENFORCE_FINDINGS_BUT_DO_NOT_CALL_BLUEPRINT_ACCEPTED,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,"ZIP members=8; types={'.json': 1, '.png': 7}",Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,EXACT_LOOKUP_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CONTROLLER_W03_v3.3_VISUAL_REVIEW_RECEIPT_v1.0.json,25fe09cfe8bf007ca56412a7223a36b2c58d6c7a6384d1c3040648c785f506fc,718,W03_CONTROLLER_REVIEW_OR_CONTROL,CURRENT_W03_CONTROLLER_FINDING_OR_ADJUDICATION,W03_SCOPED,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_FINAL_W03_DESIGN_ACCEPTANCE,YES,ENFORCE_FINDINGS_BUT_DO_NOT_CALL_BLUEPRINT_ACCEPTED,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,"JSON keys: candidate_sha256, classification, exact_route_state, exact_route_error, findings, screenshots",Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,EXACT_LOOKUP_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CONTROLLER_WAVE_CLOSEOUT_CHECKLIST_v1.0.md,2b35eaeab355929a993694088ea3209eb21d2d63ecd4b85e7c47af1f32f6f000,1205,SUPPORTING_CONTROL_OR_EVIDENCE,SUPPORTING_CONTROL_OR_EVIDENCE,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_PRODUCT_ACCEPTANCE,WHEN_MATERIAL_DETAIL_IS_USED,MINE_VALUE_WITH_DISPOSITION,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,CEP CONTROLLER WAVE CLOSEOUT CHECKLIST v1.0 | State | Zero loss | Decisions | Assurance | Handoff,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,SUPPORTING_EVIDENCE_NOT_IMPLEMENTATION_AUTHORITY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CONTROLLER_ZERO_LOSS_COLAB_RUNTIME_SUPPLEMENT_v1.0.json,e789c2b3d79657477b5b546a5b2f6604fa1888ee2de0cff6cbc77481baae687c,14344,RUNTIME_COLAB_METHOD_OR_EVIDENCE,RUNTIME_METHOD_OR_EVIDENCE,NO_PRODUCT_DESIGN,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,EVIDENCE_CLASS_ONLY,YES_FOR_RUNTIME_CUSTODY_OR_TEST,REUSE_RUNTIME_METHOD,NONE_KNOWN,RUNTIME_PASS_NE_OWNER_DESIGN_ACCEPTANCE,"JSON keys: version, status, rule, entries",Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,METHOD_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CONTROLLER_ZERO_LOSS_KNOWLEDGE_REGISTER_v1.0.json,3931f91430c5b997ca0cae5dfc036a3267f028f7076043a2c2b794ed25eeb76a,12427,CONTROLLER_REGISTER_OR_LESSON,CURRENT_CONTROLLER_REGISTER_OR_LESSON,PROCESS_OR_SCOPED_DECISION,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_PRODUCT_ACCEPTANCE,YES,REUSE_AFTER_CONFLICT_RESOLUTION,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE; CK-024_ID_COLLISION_REQUIRES_CANONICAL_FIX,"JSON keys: version, rule, entries",Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,EXACT_LOOKUP_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_CONTROLLER_STATE_v1.0.md,b1420e4e99cdf7d3a8adcbbf775386c117de1d70e7a766027c4c276d4400bb98,2007,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP CURRENT CONTROLLER STATE — 2026-09-09 — v1.0 | W03 | W01/W02,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_CONTROLLER_STATE_v1.1.md,1c403ace96eaa4cb296f20b038fdc107186c95fe0cd119956ec357702ca8ebf8,1847,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP CURRENT CONTROLLER STATE — 2026-09-09 — v1.1 | W03 | W01/W02 | Global new Owner rule,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_CONTROLLER_STATE_v1.2.md,1ee13a0bf636fa30255bb69cc9e98b99c9b8ed95dcb49c1126f2a135b948cc57,2608,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP CURRENT CONTROLLER STATE — 2026-09-09 — v1.2 | W03 | W01/W02 | Colab policy | Global prohibitions,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_CONTROLLER_STATE_v1.3.md,07893c104b7b4193f85eb9e5c3224bae0b921670d0a733db5502ce18f28507af,1983,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP CURRENT CONTROLLER STATE — 2026-09-09 — v1.3 | Controller governance | W03 | W01/W02 | Current Controller lessons now operationalized,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_CONTROLLER_STATE_v1.4.md,f5d6034fbdfd2faa108b85dec4612ba1f2375b8f431468ec0a55af44a46cd784,1893,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP CURRENT CONTROLLER STATE — 2026-09-09 — v1.4 | Controller governance | W03 | W01/W02 — latest observed Writer return | Remaining gates after the micro-fix if it passes,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_CONTROLLER_STATE_v1.5.md,0baf461217b0753777dba9bf7281e057bbdb6509bada896042d84c55f163dced,1695,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP CURRENT CONTROLLER STATE — 2026-09-09 — v1.5 | W03 | W01/W02 — current exact pre-Colab candidate | W12-CTRL-001 | Remaining W01/W02 gates,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_CONTROLLER_STATE_v1.6.md,bd134235a790acd3c8650e3976d4450be3ffa679f2d8ee03db005338744fae99,3987,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP CURRENT CONTROLLER STATE — 2026-09-09 — v1.6 | W03 | W01/W02 exact candidate | Active Colab evidence task | Cell package | Input staging | Colab execution law | Current gate,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_CONTROLLER_STATE_v1.7.md,1566f02c228164cc1de462deac79a9e5eaa5876eacbda5a3ecbfe5695a0f40df,3463,CURRENT_CONTROL,CURRENT_CONTROLLER_STATE,EXECUTION_GOVERNANCE_ONLY,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_PRODUCT_TRUTH,YES,FOLLOW_FOR_CURRENT_EXECUTION_STATE,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,CEP CURRENT CONTROLLER STATE — 2026-09-09 — v1.7 | W03 | W01/W02 predecessor | C025 execution status | Runtime-discovered bounded successor | Drive custody current gate | Mandatory reusable methods promoted from C025 | Exact next action,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,EXACT_LOOKUP_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_CURRENT_WRITER_RETURN_LEDGER_v1.0.md,7d9a55b801f9b76ca797ecbf39c981bc103e3b793822436e1a2b0eb27eb12247,2262,SUPPORTING_CONTROL_OR_EVIDENCE,SUPPORTING_CONTROL_OR_EVIDENCE,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_PRODUCT_ACCEPTANCE,WHEN_MATERIAL_DETAIL_IS_USED,MINE_VALUE_WITH_DISPOSITION,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,CEP CURRENT WRITER RETURN LEDGER v1.0 | Writer A — W03 | Writer B — W01/W02,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,SUPPORTING_EVIDENCE_NOT_IMPLEMENTATION_AUTHORITY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_CURRENT_MANIFEST_v1.10.md,ed5ec0ae9d9485573f6e849463331ed781ca9e04dcd1d8e53517816833541cc5,2115,CURRENT_CONTROL,CURRENT_EXECUTION_MANIFEST,EXECUTION_GOVERNANCE_ONLY,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_PRODUCT_TRUTH,YES,FOLLOW_FOR_CURRENT_EXECUTION_STATE,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,CEP EXECUTION CONTROL CENTER — CURRENT MANIFEST v1.10 | Mandatory Controller intake | W03 | W01/W02 C025 current source lineage | C025 | Current Drive/custody gate | Next action,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,EXACT_LOOKUP_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_CURRENT_MANIFEST_v1.3.md,018545a1d38e3c2b5f405e4d817aeaab1ca2cbc96fbd92a73de55d2337d6853a,2544,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP EXECUTION CONTROL CENTER — CURRENT MANIFEST v1.3 | READ FIRST | CURRENT W03 LANE | CURRENT W01/W02 LANE | GLOBAL RULES,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_CURRENT_MANIFEST_v1.4.md,696257b5ab34d37f7421c81cb7b1b65a40b9d728f8b6a3d1d3af04a9919fd1ae,2339,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP EXECUTION CONTROL CENTER — CURRENT MANIFEST v1.4 | READ FIRST | CURRENT W03 LANE | CURRENT W01/W02 LANE | GLOBAL RULES,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_CURRENT_MANIFEST_v1.5.md,c875a022702e74cc994a97c217737c07f369e7a193e74e3257492b9a011f3a47,2831,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP EXECUTION CONTROL CENTER — CURRENT MANIFEST v1.5 | READ FIRST | CURRENT W03 LANE | CURRENT W01/W02 LANE | COLAB GATE | GLOBAL RULES,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_CURRENT_MANIFEST_v1.6.md,2bc15a21f6162ed991117269685506fd97fb244fd0c34e17c235402aa20c12b7,1598,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP EXECUTION CONTROL CENTER — CURRENT MANIFEST v1.6 | READ FIRST — mandatory order | W03 | W01/W02 | Global governance upgrade,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_CURRENT_MANIFEST_v1.7.md,857ad598271db581980019e8eb1dff449969fa2944e3feb381a49d70b553c0e9,1299,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP EXECUTION CONTROL CENTER — CURRENT MANIFEST v1.7 | READ FIRST — mandatory order | W03 | W01/W02 | Governance update,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_CURRENT_MANIFEST_v1.8.md,e07f65b42e2271eb32703531ed0f1bd66431d3774063bcfd6c4bad200606413a,1208,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP EXECUTION CONTROL CENTER — CURRENT MANIFEST v1.8 | Mandatory Controller intake | W03 | W01/W02,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_CURRENT_MANIFEST_v1.9.md,0e18fcba8b5c83f7c36eeed60ebd5f674ea36616f95170cb923af21fe2d73484,1747,SUPERSEDED_CONTROL_LINEAGE,HISTORICAL_SUPERSEDED_CONTROL,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,SUPERSEDED,HISTORICAL_ONLY,ONLY_FOR_LINEAGE_OR_VALUE_RECOVERY,PRESERVE_PROVENANCE_NOT_AUTHORITY,USE_CURRENT_POINTER_OR_NEWER_EXPLICIT_SUCCESSOR,NEVER_ALLOW_TO_COMPETE_WITH_CURRENT_RULE,CEP EXECUTION CONTROL CENTER — CURRENT MANIFEST v1.9 | Mandatory Controller intake | W03 | W01/W02 source | W01/W02 active Colab task | Next action,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,HISTORICAL_ONLY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_README_v1.0.md,e4df665354637f6edfd7667073e1f5e41d3d7aa635a7b51e74af754b7bc6a9dc,2743,SUPPORTING_CONTROL_OR_EVIDENCE,SUPPORTING_CONTROL_OR_EVIDENCE,NO,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_PRODUCT_ACCEPTANCE,WHEN_MATERIAL_DETAIL_IS_USED,MINE_VALUE_WITH_DISPOSITION,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,CEP EXECUTION CONTROL CENTER — README v1.0 | Purpose | Folder structure | Search-first rule | Retention / cleanup rule | Current control principle,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,SUPPORTING_EVIDENCE_NOT_IMPLEMENTATION_AUTHORITY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
CEP_EXECUTION_CONTROL_CENTER_README_v2.0.md,df78b1b0d3ebe88aea3526bfb5fb5a6dcfe7b4a0b1122c6857f3c2393e9d2e16,2279,SUPPORTING_CONTROL_OR_EVIDENCE,CURRENT_CONTROL_PLANE_README,EXECUTION_GOVERNANCE_ONLY,YES_WHERE_EXACT_IDENTITY_OR_OBSERVATION,CURRENT_OR_RETAINED,NOT_PRODUCT_TRUTH,YES,FOLLOW_FOR_CURRENT_EXECUTION_STATE,NONE_KNOWN,DO_NOT_PROMOTE_EVIDENCE_TO_OWNER_ACCEPTANCE,CEP EXECUTION CONTROL CENTER — README v2.0 | Purpose | Mandatory Controller OS | Folder structure | Search-first | Control knowledge rule | Retention | Acceptance,Current direct Owner supersedes conflicting clauses; acceptance does not transfer from title/version,False,Source normative/descriptive separation preserved from bundled content registry,SUPPORTING_EVIDENCE_NOT_IMPLEMENTATION_AUTHORITY,false,No retained source auto-promotes old Production/GitHub/stack implementation into current Foundation authority.
