atom_id,ontology_id,kind,owner,requirement,source_ref,disposition,physical_authority,implementation
ATOM-CAP-W02-LRN-008,CAP-W02-LRN-008,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,Practice workflows and local deterministic activity state.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-009,CAP-W02-LRN-009,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,Assessment activity semantics without equating result to Mastery.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-010,CAP-W02-LRN-010,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,Lab learning workflow; W03 simulation execution remains a different domain.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-011,CAP-W02-LRN-011,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,Learn adapters should bind shared workspace/editor owners plus Learn read/write domain contracts.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-012,CAP-W02-LRN-012,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,No Mastery persistence in Learn.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-013,CAP-W02-LRN-013,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,"Any durable learning progress source must map to its canonical backend, not Blueprint local state.",02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-001,CAP-W02-VIS-001,EVIDENCE_REQUIREMENT_NOT_BEHAVIOR,VisualizeDomain,Old→v1.0→v1.1→v1.3→v1.4→v1.4.1→v2.0 value chain.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-002,CAP-W02-VIS-002,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,Four-view editability via Tree / Path / Graph / Canvas where semantics permit.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-003,CAP-W02-VIS-003,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,"Selection, multi-selection, marquee, align/distribute/layout, relation editing, zoom/fit/minimap/grid/snap.",02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-004,CAP-W02-VIS-004,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,Accessible Spatial Navigator over the same semantic objects.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-005,CAP-W02-VIS-005,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,Canonical vs representation split; Canvas representation identity distinct from canonical object identity.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-006,CAP-W02-VIS-006,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,"Quick Jump / Return to Origin, workspace views, pane controller, Notes one-core/three-presentations proof.",02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-007,CAP-W02-VIS-007,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,Centralized settings/transients and stronger action surfaces in v2.0.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-008,CAP-W02-VIS-008,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,W02 knowledge visualization semantics.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-009,CAP-W02-VIS-009,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,View-specific Tree/Path/Graph/Canvas adapters.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-010,CAP-W02-VIS-010,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,Canonical W02 relation/object meaning.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-011,CAP-W02-VIS-011,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,Candidate production architecture should expose a reusable SpatialInteractionCore plus domain adapters.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-012,CAP-W02-VIS-012,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,RepresentationId and canonicalObjectId separation must be preserved where representation instances exist.,02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-VIS-013,CAP-W02-VIS-013,DOMAIN_CAPABILITY_OR_CONTRACT,VisualizeDomain,"Canonical mutation must route through domain semantic commands, never raw edge/node drawing.",02_W02/03_VISUALIZE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-001,CAP-W02-RQ-001,EVIDENCE_REQUIREMENT_NOT_BEHAVIOR,ResearchQualityDomain,979 source-derived capability rows and 431 donor traceability rows.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-002,CAP-W02-RQ-002,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,Compare / Claims / Provenance / Revision / History / Conflicts modes.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-003,CAP-W02-RQ-003,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,"Claim × Source relations, scope inclusion/exclusion, anchors/locators and source authority.",02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-004,CAP-W02-RQ-004,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,"Conflict classification/explanation, revision structured diff, relation delta and provenance chain.",02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-005,CAP-W02-RQ-005,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,"Review queues for missing provenance/coverage gaps/revisions as analytical working state, not W04 formal review truth.",02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-006,CAP-W02-RQ-006,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,Dense RIGHT contextual lenses and BOTTOM raw/deep diagnostic workspaces.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-007,CAP-W02-RQ-007,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,Knowledge-quality analysis and claim/source reconciliation.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-008,CAP-W02-RQ-008,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,R&Q working review queue semantics.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-009,CAP-W02-RQ-009,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,Source/claim relation inspection.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-010,CAP-W02-RQ-010,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,"R&Q reconciliation state, separate from W04 formal Evidence/Review.",02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-011,CAP-W02-RQ-011,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,R&Q production mapping must preserve distinct state owners for analytical working state vs canonical source/claim data.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-012,CAP-W02-RQ-012,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,Comparison pair/revision identities must be exact.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-RQ-013,CAP-W02-RQ-013,DOMAIN_CAPABILITY_OR_CONTRACT,ResearchQualityDomain,Do not route R&Q analytical annotations into W04 formal decisions without explicit handoff/admission.,02_W02/04_RESEARCH_QUALITY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-001,CAP-W03-ENT-001,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Enterprise identity/catalog/tree navigation.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-002,CAP-W03-ENT-002,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Twin/Baseline/revision selection and history/value recovery.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-003,CAP-W03-ENT-003,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Selected/no-selection/context inspector behavior.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-004,CAP-W03-ENT-004,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Typed relationship labels/details/validation.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-005,CAP-W03-ENT-005,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Scenario relationship and isolated Run handoff.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-006,CAP-W03-ENT-006,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,"Latest v2 non-spatial workspace improvements, while keeping generic topology dependency explicit.",03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-007,CAP-W03-ENT-007,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Enterprise canonical identity and typed relationships.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-008,CAP-W03-ENT-008,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Digital Twin / Baseline / revision semantics.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-009,CAP-W03-ENT-009,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Simulation-local object classification.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-010,CAP-W03-ENT-010,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Run handoff boundary.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-011,CAP-W03-ENT-011,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,"Production needs `W03EnterpriseDomain` + `SpatialEngineAdapter`, not a monolithic copied Visualize implementation.",03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-012,CAP-W03-ENT-012,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Canonical relation commands validate W03 semantics before write.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-ENT-013,CAP-W03-ENT-013,DOMAIN_CAPABILITY_OR_CONTRACT,W03EnterpriseDomain,Published revision immutability and run snapshot identity must be explicit.,03_W03/01_ENTERPRISE_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-001,CAP-W03-SCN-001,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Scenario catalog/definition identity.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-002,CAP-W03-SCN-002,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Draft/revision/publish/unsaved semantics where supported.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-003,CAP-W03-SCN-003,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Environment Contract.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-004,CAP-W03-SCN-004,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Phase/module/task structure and validation.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-005,CAP-W03-SCN-005,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Enterprise and Lab references.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-006,CAP-W03-SCN-006,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Safe transition to Scenario Run.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-007,CAP-W03-SCN-007,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Scenario definition and Environment Contract.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-008,CAP-W03-SCN-008,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Phase/module semantics.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-009,CAP-W03-SCN-009,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,References to Lab definitions and Enterprise/Twin inputs.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-010,CAP-W03-SCN-010,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Scenario Run instantiation boundary.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-011,CAP-W03-SCN-011,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Scenario definition persistence is W03-owned; spatial layout is an adapter/presentation layer.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-012,CAP-W03-SCN-012,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Run startup freezes exact Scenario revision + Environment Contract + Lab references.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-SCN-013,CAP-W03-SCN-013,DOMAIN_CAPABILITY_OR_CONTRACT,W03ScenarioDomain,Production mapping must distinguish draft/published source from Run snapshot.,03_W03/02_SCENARIOS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-001,CAP-W03-LAB-001,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,"Lab catalog, definition, environment/exercise/task structure.",03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-002,CAP-W03-LAB-002,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Deterministic inputs and simulated execution/result presentation.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-003,CAP-W03-LAB-003,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,"Telemetry/trace, validation, reset/replay where semantically valid.",03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-004,CAP-W03-LAB-004,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,"Selected/no-selection, blocked/empty/loading/error states.",03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-005,CAP-W03-LAB-005,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Standalone Lab Run and reusable Scenario module behavior.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-006,CAP-W03-LAB-006,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Lab definition/task/exercise semantics.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-007,CAP-W03-LAB-007,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Lab-local simulated environment identity.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-008,CAP-W03-LAB-008,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Lab-to-Scenario module reference.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-009,CAP-W03-LAB-009,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Standalone Lab Run handoff.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-010,CAP-W03-LAB-010,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Lab definitions persist separately from Run instances.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-011,CAP-W03-LAB-011,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Runtime results and telemetry must bind exact Lab revision/environment input.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-LAB-012,CAP-W03-LAB-012,DOMAIN_CAPABILITY_OR_CONTRACT,W03LabDomain,Generic graph state must not become Lab semantic truth without domain command validation.,03_W03/03_LABS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-RUN-001,CAP-W03-RUN-001,DOMAIN_CAPABILITY_OR_CONTRACT,W03RunDomain,Preflight identity/dependency/check presentation and BLOCKED vs READY truth.,03_W03/04_RUNS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W03-RUN-002,CAP-W03-RUN-002,DOMAIN_CAPABILITY_OR_CONTRACT,W03RunDomain,Run lifecycle states and explicit pause/resume/stop/fail/complete.,03_W03/04_RUNS_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
