function,source_line,source_sha256,source_line_sha256,categories,disposition,target,target_line,symbol_present,change_reason,parity_evidence,remaining_work
insertSiblingAfter,1321,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,c4a5aaf80c3ee82e8db3fce74d6c65792cac07601e05df2c3edab937f85ba404,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,150,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
structuralMergeBackward,1322,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,8a30a8f4da7fcb07ca7bfff2c651e84bfdd2d058afdf5026b30c7951edf69487,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,151,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
structuralMergeForward,1325,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,c66c8879b9d19dad73770142b8d1ab269c629003a7030444f7963ad5e7588dfd,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,152,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
splitBlockAtCaret,1326,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,9e6b27b11d3310a0a21083c53bc42ca1deddfd3c4f834905bb52b17f9250a2cf,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,153,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
nextVisibleSibling,1327,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,d0b438f9ab7633fbda537e2e67070de680088cf79da4ef7326060c50fe0ae0e3,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,154,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
showDragPreview,1328,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,d3d5799fb0ac0cd3e3f0ce57515bcbd13cb93c5b2cb3d96859c224760c0061d2,"[""DRAG_POINTER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,155,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
hideDragPreview,1329,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,eed3c71a1e2f067f454556fbd303f1375f404a94d5a250559b0a0d0e2e839f9d,"[""DRAG_POINTER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,156,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
autoscrollDuringDrag,1330,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,a96efaba9f9b4f1a8c11f0599045857fdce7ef26c674e0ab2f6aeadd89dd3310,"[""DRAG_POINTER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,157,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
describeInsertionTarget,1331,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,f27fc9cfc53791e5aa235a0d41293a35321cd2346e8d53aa81a580c89f49b3d4,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,158,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
openToggleKeyboardContract,1332,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,23f16be29d948e85c3cdd888d3e65646db35c2a768f104212d7687e52486b476,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,159,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
syncOverlayGeometry,1333,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,e1f86ebfc76493f69732fd4ab9b06479e15871cef08f87f1abcb957a68d455e0,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,160,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
blockMenuFilter,1334,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,cae49ebe7f1181fa9815f21280d275e5babad4bdcde4fb1a1ef3691971e3e849,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,161,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
formatMutationAllowed,1337,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,f493ee621cb8b1aa7e61c047533a106b93f7de89c8f91f8db513651ea9e4c034,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,164,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
commandAvailability,1338,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,45a5acb98eacee5f1cc0fa7b8ae4ad43c9c25fd44d23f6e43299eede8d0afd02,"[""COMMAND_ACTION""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,167,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
commandEnabled,1339,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,ce4057dd6b5b60cfb606edc6d9ec6fcf6c4e0239300be7f7b0a61ebcd6f7a6ad,"[""COMMAND_ACTION""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,168,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
setSaveState,1360,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,de71dd0716126c637c433ecc9c4a9f422ac77f594af5790f93b2e64e21c04bec,"[""STORAGE_SAVE""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,190,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
scheduleAutosaveSimulation,1361,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,6828325dba4e2cbe0bd7c256a2c02764fc5fa7b862841601210a84f713ee9f8b,"[""PREFERENCES_SETTINGS"", ""STORAGE_SAVE""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,191,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
setMode,1362,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,93a907ae1314f8e29470f460df6b20dfaa27f757552a7eab55af23e2045aeaf6,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,192,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
blockPlaceholder,1364,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,c34d3fdf78ca60751d148d08723e3884b5d7de8bfe496d1cc79d7b4ccd8bc9f5,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,194,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
codeLineLabels,1366,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,0e57ed704f45ba528b04a210f3d0bcf77520d935149ab2520669010ca12b05c5,"[""CODE""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,196,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
applyCodeViewToElement,1367,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,cb3e1d7056709b9cbc0d080410d4bf37e4aa4022af65a1611a197cf29bc417e3,"[""CODE""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,197,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
applyCodeViewPreferences,1368,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,5af4155ec56ed0f39478d7353d4d81aab1054ddccac102fa7e6015d292406257,"[""CONTEXT_INSPECTOR"", ""PREFERENCES_SETTINGS"", ""CODE""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,198,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
renderSurface,1369,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dbf0f3478649b5a8d0bbaa45d19ae21d3a995780688f543e7b4a0e72f3178245,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,199,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
renderBlockArray,1370,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,a77c9b75ce5b6918d9731b52bade2c921b8f359237d50fdaca0ff38c95f4e28d,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,200,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
renderGap,1371,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,b527f6f8df9a9528480f010f7325b7881f3f1690547464df80894722b2aa367b,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,201,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
renderBlock,1373,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,d7e8c4921f4ce987d261b690550226d8f4ebe6d55dbc616bc68533b0533d2c68,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,203,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
relatedLearningProjection,1383,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,cef1d69a0cd3465feffee336a2cf20d88d7a65071656977c6bd3131baf08e7c9,"[""OTHER""]",DOMAIN_ONLY,dist/foundation/accepted-runtime.js,213,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
relatedContextProjection,1384,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,d70cd2a637e8ca6e9ec6a639768579398f6f55d189fddee0edc363273f602c43,"[""CONTEXT_INSPECTOR""]",DOMAIN_ONLY,dist/foundation/accepted-runtime.js,214,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
renderCenterProjections,1385,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,73c551c1253fe7cd9b4a8891d66cb504585684a4d5082761bd806ad3db3458be,"[""OTHER""]",DOMAIN_ONLY,dist/foundation/accepted-runtime.js,215,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
updateMainCounts,1386,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,723f0cfaf81380f3abf88e2a9194ee61b9fe939b15881095287667cff330776e,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,216,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
updateToolbarState,1387,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,421f6efda40cb03cb08cf8e1e3499b68f363a245b5c0b83e0d5373c476e13126,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,217,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
commitEditable,1388,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,9eb911d9347671fbeb7f20a9f2b597f8ae3005771361f442312fc66c3815f2b7,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,218,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
applyBlockFocusPreferenceDatasets,1390,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,8f38882579d845b3aec4059c762440f52f0fff98a09a921f606b612abd2bfade,"[""CONTEXT_INSPECTOR"", ""UNIFIED_EDITOR_BLOCK"", ""PREFERENCES_SETTINGS"", ""FOCUS_ACCESSIBILITY""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,220,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
setBlockFocusOrigin,1391,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,b748ab6fa5556042aa5f724a6ed2083d0bb35ebb9e08f91a040cbc19fbcb8cf1,"[""UNIFIED_EDITOR_BLOCK"", ""FOCUS_ACCESSIBILITY""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,221,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
selectBlock,1392,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,8cc3a4283cca78208e7a5bdda3d69241c3324cfbd0afba0f23f480b93d7ff9d1,"[""UNIFIED_EDITOR_BLOCK"", ""SELECTION""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,222,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
clearBlockSelection,1393,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,26acae42238fe5e8f121984de9076d9994e426d88050710ca7db96dd08f6e2c6,"[""UNIFIED_EDITOR_BLOCK"", ""SELECTION""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,223,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
dismissMainBlockFocus,1395,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,05da5aceeb0b7d1cf2bc3a825229889a7d4fd52e3ad0a0f748b6159109a7d1ef,"[""UNIFIED_EDITOR_BLOCK"", ""FOCUS_ACCESSIBILITY""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,225,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
deriveGapTarget,1397,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,24e40052a72bb406781ac6cd12e3f940f3bb630f86c955b8e631547946404d3b,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,227,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
getArrayForParent,1398,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,0c499967a8bf32e0b63b2739e2d0f02e75c53b7b0874081ae6a8ca9d93e2ef76,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,228,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
makeBlock,1399,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,c937979bd1e95b2366d3d487130fd979a787b252283bb74c3818ee70b1a6b5fe,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,229,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
insertBlock,1400,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,2db589be5d173d821683a1603dfbf7f9e7a9e7f653b464514f9c42af372b045f,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,230,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
invalidNesting,1401,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,bf323a7f36618b708eed34ac6e08340e01705ce6c1548d8eab11951b159b09bf,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,231,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
caretSplitInsert,1402,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,1b6ee4dcd44df29c10f461bebb013f9a15c10c0e37ecb3be184f40b8557a8e20,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,232,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
focusBlock,1403,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,ae39228b3fb45ae7f35129d344c60897ff7daf6035f22a3db542d66529f97427,"[""UNIFIED_EDITOR_BLOCK"", ""FOCUS_ACCESSIBILITY""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,233,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
duplicateBlock,1404,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,86b113e160b3c05027f4fcd62f47dfdb35bf4b330290ef90850a6e3a7c529bdc,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,234,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
reseed,1404,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,86b113e160b3c05027f4fcd62f47dfdb35bf4b330290ef90850a6e3a7c529bdc,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/structured.js,294,True,Extracted/delegated to canonical Structured implementation,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
moveSibling,1405,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,156a9b65250eacef60e8b5304834c5be559b66234ad1c78e2919707bf57eadfb,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,235,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
removeBlock,1406,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,804232423cefe4a911768bf04b043fa066475804b565b3a7169a09dbd6593917,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,236,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
moveSiblingToEdge,1407,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,d713968b2f8943f59b323d1629a4c315bc80bd050e4d883a58273902e46617b7,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,237,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
portableInlineHTML,1409,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,e17c94ef5ced0b04292e6a3e3bbc6deb33c4f15af5813ee567271f1cb1c297a3,"[""SELECTION"", ""CLIPBOARD""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,239,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
copyNode,1409,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,e17c94ef5ced0b04292e6a3e3bbc6deb33c4f15af5813ee567271f1cb1c297a3,"[""CLIPBOARD""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,239,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
editorOwnedPortableInlineHTML,1411,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,d07c18356f5550793099e0181269164fae674682917f6ef0a860ffee55ed907b,"[""SELECTION"", ""CLIPBOARD""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,241,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
copyOwned,1411,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,d07c18356f5550793099e0181269164fae674682917f6ef0a860ffee55ed907b,"[""CLIPBOARD""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,241,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
codePortableHTML,1412,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,0fb5673dafbd32313913d80da44a7a4688cfbb74eb8e38b1c6298c6ddd589684,"[""CLIPBOARD"", ""CODE""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,242,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
blockPortableHTML,1413,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,f93ee8a6e8818d46edea61b902049dfcfdf11230d2bd4651a74d91bd05f4c1ce,"[""UNIFIED_EDITOR_BLOCK"", ""CLIPBOARD""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,243,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
selectedCodePortableHTML,1414,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,b3f7a8c1e5e926dd3340b8d326502a957bf25d937ad7af0a5cf7ddeece557c50,"[""SELECTION"", ""CLIPBOARD"", ""CODE""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,244,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
selectionBoundaryPortableHTML,1415,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,a4bfe4d9d5d6b96f21eed2c5167c83810f3d8362672ddf44040db4362b1b21d3,"[""SELECTION"", ""CLIPBOARD""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,245,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
selectionPortableHTML,1416,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,0aeed761f4006357ceff2c0706e38813bc0736ee26fa94880f6d25f87e94e110,"[""SELECTION"", ""CLIPBOARD""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,246,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
