OWNER_REQUIREMENT_ID,SOURCE_DONOR,BLUEPRINT_REQUIREMENT_ID,BLUEPRINT_SELECTOR_FUNCTION_INTERACTION_ID,OWNER_REQUIREMENT_TEXT,SEMANTIC_OWNER,STATE_OWNER,COMMAND_OWNER,PRESENTATION_STYLE_OWNER,SHARED_CORE_OR_DOMAIN_ADAPTER,CURRENT_PRODUCTION_BRANCH,CURRENT_PRODUCTION_SHA,PRODUCTION_FILE,PRODUCTION_COMPONENT_SYMBOL,API_SERVICE_PERSISTENCE_OWNER,ROUTE_DATA_CONTRACT,WRITE_SCOPE,COLLISION_LEGACY_OWNER_NOTES,STATIC_PROOF,SEMANTIC_PROOF,TEST_PROOF,RUNTIME_PROOF,BROWSER_PROOF,VISUAL_PROOF,RESPONSIVE_PROOF,A11Y_PROOF,BIDI_PROOF,MAPPING_STATUS,VERDICT,SEVERITY,DISPOSITION,NOTES
SH-001,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-001,script#requirement-reconciliation-ledger :: SH-001 :: PRESERVE-001; PANE-003; STR-001; CTX-001; CENTER-001; CENTER-002; BOTTOM-001; BANNER-001,Preserve CENTER dominance and one semantic home per region.,Value preservation evidence; Preferred/effective responsive panes; Library hierarchy representation; One Library context owner; Knowledge/Content center projection; Related Learning/Context projections; Bottom deep-work visibility; Library document identity/banner,Review evidence; WorkspaceLayoutCore + overlay refs; LibraryHierarchyProjector + route selection; selected/inspected block projection; LibraryWorkspace local projection; WorkspaceLayoutCore.bottomOpen; Library surface presentation,none; pane.toggle/reveal; tree navigation/search; context inspect actions; disclosure native details; layout.set bottomOpen; Library toolbar/banner actions,not product-facing; WorkspaceFrame; LibraryHierarchyTree + LibraryWorkspace LEFT; LibraryWorkspace #right via WorkspaceFrame; LibraryWorkspace content-section; WorkspaceFrame #bottom + Library deep work; LibraryWorkspace .document-banner,GOVERNANCE; SHARED_CORE; DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,CEP_W01_W02_ASTRA1_DEEP_CORRECTION_AUDIT_v1.0.md; CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html; resources/js/workbench/WorkspaceFrame.vue; resources/js/shared/WorkspaceLayoutCore.ts; resources/css/workbench.css; app/Modules/Knowledge/Application/Library/LibraryHierarchyProjector.php; resources/js/pages/KnowledgeLearning/components/library/LibraryHierarchyTree.vue; resources/js/workbench/LibraryWorkspace.vue,audit + requirement reconciliation; preferredLeftOpen/rightOpen; leftOverlay/rightOverlay; structure-overlay/context-overlay; LibraryHierarchyProjector.project; LibraryHierarchyTree; template #left; template #right; selected; inspectedBlockId; contextPanel; details.content-section Knowledge & content; details.content-section Related learning; Related context; bottomOpen; preferredBottomOpen; template #bottom; template .document-banner; workbench-heading,N/A,governance/evidence; W02 Library/Learn workbench,evidence only; bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0,PARTIAL,"Missing hierarchy context remains explicit unresolved technical fallback, not fabricated localized title.; Exact one-owner location exists; full lens host/tabs are incomplete.; Projection/navigation only; no canonical relationship mutation.; Persistent presentation owner separated from semantic preferences; browser inertness proof pending.; Exact current destination owner exists; EXPANDED/COMPACT/HIDDEN state is not implemented."
SH-002,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-002,script#requirement-reconciliation-ledger :: SH-002 :: PROD-001,Extract minimum shared mechanics without merging surface business semantics.,Production integration boundary,canonical production services external to UI,authoritative save/notes/identity only when authorized,N/A,DOMAIN_BOUNDARY,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,app/Modules/Knowledge/Publication/LessonRevisionWorkflow.php; app/Http/Controllers/KnowledgeLearning/WorkbenchController.php,LessonRevisionWorkflow; WorkbenchController,Existing Library revision API; durable Notes/identity remap not authorized,W02 Library/Learn workbench,NO_WRITE_OUTSIDE_EXISTING_AUTHORIZED_SERVICE_CONTRACT,Do not invent durable Notes/schema/remap/OS topmost authority.,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_BOUNDARY_GATED,AUTHORITY_GATED,P1,AUTHORITY_GATED,"Boundary is exact; absent providers remain explicitly authority/provider-gated, not guessed."
SH-003,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-003,script#requirement-reconciliation-ledger :: SH-003 :: CSS-001,Shared primitives render consistent metrics unless explicit surface override is documented.,Workbench presentation grammar,presentation only,N/A,workbench.css/app.css,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/css/workbench.css; resources/css/app.css,workbench layer; legacy-shell scope,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,
SH-004,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-004,script#requirement-reconciliation-ledger :: SH-004 :: PANE-001; PANE-002; PANE-003; PANE-004,Implement FIXED/RESIZABLE/COLLAPSED/OVERLAY/HIDDEN semantics with CENTER minimum and state preservation.,Pane geometry; Pane keyboard geometry; Preferred/effective responsive panes; Pane preference persistence,WorkspaceLayoutCore; WorkspaceLayoutCore + overlay refs,pane.resize; pane.resize keyboard; pane.toggle/reveal; layout.set/import/export,WorkspaceFrame; WorkspaceLayoutCore,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/WorkspaceFrame.vue; resources/js/shared/WorkspaceLayoutCore.ts; resources/css/workbench.css,drag; setWidth; WorkspaceLayoutCore; resizeByKeyboard; preferredLeftOpen/rightOpen; leftOverlay/rightOverlay; structure-overlay/context-overlay; WorkspaceLayoutCore.resolve/set/import/export,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0,PARTIAL,
SH-005,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-005,script#requirement-reconciliation-ledger :: SH-005 :: PANE-003; A11Y-001,Closed pane descendants are inert/unfocusable; reopen restores same content; close returns focus.,Preferred/effective responsive panes; Accessibility interaction,WorkspaceLayoutCore + overlay refs; DOM focus + transient UI,pane.toggle/reveal; focus/skip/modal/menu commands,WorkspaceFrame; Workbench/WorkspaceFrame/workbench.css,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/WorkspaceFrame.vue; resources/js/shared/WorkspaceLayoutCore.ts; resources/css/workbench.css; resources/js/workbench/Workbench.vue,preferredLeftOpen/rightOpen; leftOverlay/rightOverlay; structure-overlay/context-overlay; keydown; focusWorkspace; trap; closeOverlay; .skip-link,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0,PARTIAL,Static owner exact; browser/focus runtime remains C026.
SH-006,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-006,script#requirement-reconciliation-ledger :: SH-006 :: BOTTOM-001; A11Y-001,Closed state compact only; open explicit; hidden descendants unreachable; close returns focus.,Bottom deep-work visibility; Accessibility interaction,WorkspaceLayoutCore.bottomOpen; DOM focus + transient UI,layout.set bottomOpen; focus/skip/modal/menu commands,WorkspaceFrame #bottom + Library deep work; Workbench/WorkspaceFrame/workbench.css,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/WorkspaceLayoutCore.ts; resources/js/workbench/WorkspaceFrame.vue; resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/Workbench.vue; resources/css/workbench.css,bottomOpen; preferredBottomOpen; template #bottom; keydown; focusWorkspace; trap; closeOverlay; .skip-link,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Persistent presentation owner separated from semantic preferences; browser inertness proof pending.; Static owner exact; browser/focus runtime remains C026.
SH-007,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-007,script#requirement-reconciliation-ledger :: SH-007 :: ACTION-001; MENU-001,One semantic command owner per action; pointer/keyboard/palette/context outcomes equivalent.,Semantic command availability; Block command surface,command registry + editor selection; StructuredEditor transient target + selection,SemanticCommandCore + StructuredEditor.run; block.* via StructuredDocument,Workbench/StructuredEditor; StructuredEditor contextmenu surface,SHARED_CORE; DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/SemanticCommandCore.ts; resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts,SemanticCommandCore; run; active; @contextmenu; document.select; StructuredDocument methods,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Shell registry exists; editor action surfaces are not yet fully converged.; True grouped BlockContextMenu UI is missing; current semantic destination owner is exact.
SH-008,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-008,script#requirement-reconciliation-ledger :: SH-008 :: A11Y-001; MENU-001,Shared transient-layer lifecycle; modality correct; Escape LIFO; deterministic invoker return.,Accessibility interaction; Block command surface,DOM focus + transient UI; StructuredEditor transient target + selection,focus/skip/modal/menu commands; block.* via StructuredDocument,Workbench/WorkspaceFrame/workbench.css; StructuredEditor contextmenu surface,SHARED_CORE; DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/Workbench.vue; resources/js/workbench/WorkspaceFrame.vue; resources/css/workbench.css; resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts,keydown; focusWorkspace; trap; closeOverlay; .skip-link; @contextmenu; document.select; run; StructuredDocument methods,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Static owner exact; browser/focus runtime remains C026.; True grouped BlockContextMenu UI is missing; current semantic destination owner is exact.
SH-009,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-009,script#requirement-reconciliation-ledger :: SH-009 :: PROD-001,Server-authoritative canonical IDs; temporary IDs atomically remap without stale references/history/selection.,Production integration boundary,canonical production services external to UI,authoritative save/notes/identity only when authorized,N/A,DOMAIN_BOUNDARY,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,app/Modules/Knowledge/Publication/LessonRevisionWorkflow.php; app/Http/Controllers/KnowledgeLearning/WorkbenchController.php,LessonRevisionWorkflow; WorkbenchController,Existing Library revision API; durable Notes/identity remap not authorized,W02 Library/Learn workbench,NO_WRITE_OUTSIDE_EXISTING_AUTHORIZED_SERVICE_CONTRACT,Do not invent durable Notes/schema/remap/OS topmost authority.,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_BOUNDARY_GATED,AUTHORITY_GATED,P0,AUTHORITY_GATED,"Boundary is exact; absent providers remain explicitly authority/provider-gated, not guessed."
SH-010,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-010,script#requirement-reconciliation-ledger :: SH-010 :: SAVE-001; SAVE-002; PROD-001,"Revision-token save, draft/recovery, ambiguous-result reconciliation, stale conflict and readback in production.",Canonical draft save boundary; Local Recovery boundary; Production integration boundary,Library dirty/saving/conflict + revision lock; Library recovery state keyed by revision; canonical production services external to UI,document.save; recovery.restore; authoritative save/notes/identity only when authorized,LibraryWorkspace + LessonRevisionWorkflow; LibraryWorkspace; N/A,DOMAIN_ADAPTER; DOMAIN_BOUNDARY,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/LibraryWorkspace.vue; app/Modules/Knowledge/Publication/LessonRevisionWorkflow.php; app/Http/Controllers/KnowledgeLearning/WorkbenchController.php,save; lock_version; updateDraft; recoveryKey; changed; restoreRecovery; LessonRevisionWorkflow; WorkbenchController,PATCH /api/cep/v1/library/revisions/{revision}; localStorage recovery only; Existing Library revision API; durable Notes/identity remap not authorized,W02 Library/Learn workbench,bounded local candidate only; NO_WRITE_OUTSIDE_EXISTING_AUTHORIZED_SERVICE_CONTRACT,Recovery != canonical save/autosave; no durable recovery claim.; Do not invent durable Notes/schema/remap/OS topmost authority.,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_BOUNDARY_GATED,AUTHORITY_GATED,P0,AUTHORITY_GATED,"Autosave preference/scheduler absent, but canonical save/conflict destination is exact.; Boundary is exact; absent providers remain explicitly authority/provider-gated, not guessed."
SH-011,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,SH-011,script#requirement-reconciliation-ledger :: SH-011 :: BIDI-001; BIDI-002,"Arabic RTL/auto, technical atoms LTR-isolated; semantic graph direction/coordinates not locale-mirrored.",Chrome/block direction; Block direction/alignment,GlobalPreferenceCore + block metadata; block metadata + global preference,preference.set / block metadata; StructuredDocument.metadata,Workbench + StructuredEditor + CSS; StructuredEditor + Library Context controls,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/GlobalPreferenceCore.ts; resources/js/shared/StructuredContentCore.ts; resources/js/workbench/StructuredEditor.vue; resources/css/workbench.css; resources/js/workbench/LibraryWorkspace.vue,chromeDirection; StructuredDocument.metadata; textarea :dir; selected.dir/align controls,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Static logic present; mixed-caret browser matrix unproven.
