decision_id,priority,status,scope,family,decision,supersedes,applies_to,verification
OD-20260917-046,P0,ACTIVE,CEP_EXECUTION_ENVIRONMENT,MANAGED_TARGET_RUNNER_FIRST,Prefer managed/remote target execution for scriptable target-platform proof when a controlled runner can truthfully exercise the required OS/runtime/filesystem/network semantics. The Owner personal machine is not required merely because a gate targets Windows. Use the Owner machine only for capabilities that inherently depend on the real Owner desktop/session/hardware or cannot be truthfully certified on a managed runner (for example native HWND/OS always-on-top or active keyboard-source behavior). Execution carriers and CI repositories remain non-authoritative and must not become CEP source/state authority.,OWNER_MACHINE_REQUIRED_FOR_ALL_WINDOWS_TARGET_PROOF,ALL_TARGET_PLATFORM_PROOF__CI__WINDOWS_RUNTIME_PERSISTENCE__NATIVE_PLATFORM_CAPABILITIES,MANAGED_RUNNER_ENVIRONMENT_IDENTITY__EXACT_HARNESS_SOURCE_HASH__ARTIFACT_LOG_CUSTODY__TARGET_SEMANTICS_PROVEN__LOCAL_ONLY_CAPABILITIES_EXPLICIT__EXECUTION_CARRIER_NON_AUTHORITY
OD-20260917-047,P0,ACTIVE,CEP_PLATFORM_WINDOWS,NARROW_WIN32_SIDECAR_PROVIDER_SELECTION,"For closing OE-001 and OE-004, use a narrow replaceable Win32 sidecar helper as the implementation target behind PlatformWindowCapability and PlatformInputDirectionCapability. CEP semantic owners remain in the existing TypeScript/Node layers; do not adopt Electron, Tauri, Python as a second application runtime, or PTY/PowerShell/SSH coupling merely to close these platform gates. Build/package the helper off the Owner machine where practical and deliver a bounded prebuilt Windows proof kit so the Owner device performs only the genuinely interactive desktop/session proof with minimal downloads. This selection does not freeze the overall CEP stack.",L08_PROVIDER_UNSELECTED_FOR_OE001_OE004_CLOSURE_EXECUTION,OE-001__OE-004__PlatformWindowCapability__PlatformInputDirectionCapability__WINDOWS_TARGET_E2E,NARROW_WIN32_PROVIDER_ONLY__REAL_HWND_TOPMOST_INPUT_LAYOUT_PROOF__NO_SEMANTIC_OWNER_CREEP__NO_TERMINAL_PROVIDER_COUPLING__MINIMAL_OWNER_DEVICE_DOWNLOAD__NO_STACK_FREEZE
OD-20260917-048,P0,ACTIVE,CEP_OPERATIONAL_TERMINAL_PRESENTATION,OPERATIONAL_TERMINAL_WINDOW_PARITY,"Operational Terminal floating presentation must share the reusable window mechanics expected for Sticky Notes where semantically applicable: all-edge/corner resize, CEP-internal pin intent, and separate/detached-window control. OS always-on-top remains a PlatformWindowCapability truth and may be claimed only after real platform proof. Terminal close/hide/detach presentation must not fabricate provider/session termination; runtime session identity and provider truth remain owned by OperationalSessionOwner/RuntimeAdapter. This window-parity decision does not itself define terminal runtime/provider selection; OD-20260917-049 separately requires the shared xterm renderer and real Windows PTY/ConPTY capability before stack freeze.",TERMINAL_WINDOW_PARITY_LEFT_AS_ONLY_OPTIONAL_UNBOUND_GENERALIZATION,Operational Terminal / Runs real consumer; PlatformWindowCapability second-real-consumer proof where applicable,ALL_EDGE_CORNER_RESIZE__CEP_INTERNAL_PIN__DETACHED_WINDOW_CONTROL__OS_TOPMOST_PLATFORM_GATED__SESSION_IDENTITY_PRESERVED__NO_PROVIDER_TERMINATION_FABRICATION__RUNTIME_SELECTION_DELEGATED_TO_OD049
OD-20260917-049,P0,ACTIVE,CEP_OPERATIONAL_TERMINAL_RUNTIME,XTERM_UNIFIED_RENDERER_AND_UNRESTRICTED_TERMINAL_RUNTIME,"xterm.js is the canonical Terminal I/O Presentation renderer for CEP Operational terminal instances across InternalSimulationAdapter, real Windows PTY/ConPTY shells, recorded/read-only terminal playback, and future compatible runtime providers. xterm owns rendering/input interaction only, never semantic command truth or runtime state. Real terminal sessions use a provider-neutral raw terminal stream with no CEP-side command allowlist/parser or per-command provider model. One Windows PTY/ConPTY provider should serve arbitrary Owner-selected executable/shell profiles such as PowerShell, cmd.exe, WSL/Git Bash and other installed CLIs; SSH may run through that PTY stream using the system client or a specialized provider only when connection-management semantics materially justify it. Provider/session abstraction exists for lifecycle, identity, routing, resize, exit/error/restart and truthful capability state—not to restrict the Owner's commands, executables or providers. InternalSimulationAdapter remains a separate valid provider using the same xterm-backed renderer. Before STACK_FROZEN, prove xterm on real Operational consumers plus a real Windows PTY/ConPTY provider with raw I/O, resize, exit/error/restart and stable session identity.",XTERM_CANDIDATE_OR_REAL_TERMINAL_ONLY_FRAMING__XTERM_OPTIONAL_ONLY_FOR_FINAL_STACK__CEP_COMMAND_ALLOWLIST_OR_PER_COMMAND_PROVIDER_MODEL__REAL_TERMINAL_PROVIDER_INDEFINITELY_DEFERRED_FOR_STACK_FREEZE__SECURITY_GATING_AT_TERMINAL_SESSION_BOUNDARY,Operational Terminal; Runs terminal presentation; TerminalRuntimeCapability; Windows PTY/ConPTY; PowerShell; cmd.exe; SSH and future shell profiles,XTERM_INTERNAL_SIMULATION_AND_REAL_CONSUMER_RENDERER__NO_COMMAND_OR_EXECUTABLE_ALLOWLIST__RAW_STREAM__WINDOWS_CONPTY__ARBITRARY_OWNER_SELECTED_SHELL_PROFILE__POWERSHELL_CMD_PROFILE_PROOF__SSH_STREAM_OR_SPECIALIZED_PROVIDER_TRUTH__RESIZE_EXIT_ERROR_RESTART_SESSION_IDENTITY__INTERNAL_SIMULATION_PRESERVED
OD-20260917-050,P0,ACTIVE,CEP_PERSONAL_LOCAL_RUNTIME_AND_PRODUCT,SECURITY_NON_BLOCKING_OWNER_POLICY,"CEP is a personal/local single-owner application. Security hardening must not delay, restrict, or reduce product functionality merely for security reasons. Do not add command/input filtering, executable/provider/session allowlists, RBAC/auth ceremony, sandboxing, provider whitelists, permission prompts, loopback-only policy, or security-driven feature/scope limits unless an external platform/API makes them technically unavoidable or the Owner later explicitly requests them. Choose boundaries from functionality, correctness, data integrity, lifecycle truth, simplicity, performance, compatibility and maintainability. Provider/session/capability abstractions may remain for routing, lifecycle, identity, replacement and truthful state, but not as security gates. No-security-restriction does not waive truth ceilings, data-integrity requirements, deterministic lifecycle/error handling, or external platform constraints.",SECURITY_MOTIVATED_COMMAND_PROVIDER_SESSION_PROCESS_TRANSPORT_RESTRICTIONS__OD049_SECURITY_BOUNDARY_CLAUSE,ALL_CEP_PRODUCT_RUNTIME_TERMINAL_LOCAL_BRIDGE_PROVIDER_SESSION_AND_FUTURE_STACK_DECISIONS,NO_SECURITY_ONLY_BLOCKER__NO_COMMAND_INPUT_EXECUTABLE_PROVIDER_ALLOWLIST__NO_SECURITY_ONLY_AUTH_RBAC_SANDBOX_OR_LOOPBACK_GATE__FUNCTIONAL_CORRECTNESS_DATA_INTEGRITY_LIFECYCLE_TRUTH_PRESERVED
OD-20260917-051,P0,ACTIVE,CEP_STICKY_STRUCTURED_EDITOR,STICKY_NOTE_FULL_EDITOR_PARITY_AND_ALWAYS_EDITABLE,"Sticky Note content must consume the same canonical Structured editor engine, Presentation, Behavior, Interaction and Functionality as compatible full Structured authoring surfaces. Sticky-specific differences are limited to note window/chrome, note binding/domain context and bounded note-specific composition; no reduced editor fork or weaker interaction subset is allowed. While a Sticky Note is open, its title/body/blocks are directly editable by default and MUST NOT inherit or be disabled by the parent surface read/edit mode. Insertion gaps, block inspector/context actions, block delete/handling/reorder, pointer+keyboard selection including additive/range selection, clipboard, undo/redo, Bidi/input-direction behavior and other applicable Structured mechanics must come from the same canonical owners. Right-click on the Sticky insertion + must open the applicable insertion/block chooser rather than silently inserting a paragraph. No second Sticky-only editor engine.",STICKY_NOTE_REDUCED_EDITOR_OR_PARENT_READ_EDIT_MODE_COUPLING_INTERPRETATION,Sticky Notes on all note-capable surfaces; Structured editor reuse owners; Library/Learn parity oracle where compatible,SAME_CANONICAL_ENGINE_IDENTITY__CENTRAL_CHANGE_PROPAGATION__STICKY_ALWAYS_EDITABLE_IN_PARENT_READ_AND_EDIT__RIGHT_CLICK_INSERT_CHOOSER__BLOCK_DELETE_HANDLE_REORDER__CTRL_META_SHIFT_MULTISELECT__UNDO_REDO_CLIPBOARD__BIDI_DIRECTION__NO_SECOND_EDITOR_ENGINE
OD-20260917-052,P0,ACTIVE,CEP_PLATFORM_WINDOWING_AND_SURFACE_PRESENTATION,SURFACE_LEVEL_DETACHED_WINDOW_SEMANTICS,"The Separate/Detached control associated with Sticky Notes and Operational Terminal must open the entire owning CEP surface in the separate/native window, preserving the current surface route/object/context and the relevant note or terminal as the focused/selected presentation context. Do not detach only a standalone Sticky Note or only a standalone terminal widget as the product-facing Separate behavior. CEP-internal pin remains available for both Sticky and Operational presentations where applicable; OS always-on-top remains a separately proven PlatformWindowCapability truth. Closing/hiding the detached surface must not delete note content or fabricate terminal provider/session termination.",OE-004_AND_OD-20260917-048_OBJECT_LEVEL_SEPARATE_WINDOW_INTERPRETATION_ONLY,PlatformWindowCapability; Sticky Notes; Operational Terminal/Runs; global surface routing/context preservation,DETACHED_WHOLE_SURFACE__ROUTE_OBJECT_CONTEXT_PRESERVED__NOTE_OR_TERMINAL_FOCUS_CONTEXT_PRESERVED__PIN_BOTH__OS_TOPMOST_SEPARATE_TRUTH__CLOSE_HIDE_NO_DELETE_OR_PROVIDER_TERMINATION_FABRICATION
OD-20260917-053,P0,ACTIVE,CEP_GLOBAL_SETTINGS_AND_CONTEXT_ACTION_PRESENTATION,SETTINGS_DETAILS_ROLE_SEPARATION_AND_GROUPING_QUALITY,"Global Settings and per-surface Toolbar/Details must have distinct product roles. Settings owns durable/global/family preferences, configuration, command/shortcut discoverability and other persistent or broadly scoped choices. Toolbar/Details owns current-surface/current-object contextual state and actions. Do not duplicate the same global options/actions in both places as separate Presentation owners; when a contextual shortcut to a global command is useful, it must bind the same canonical command/preference owner and be visibly framed as a shortcut rather than a duplicate setting. Preserve the accepted progressive-disclosure grouping concept: one group open at a time and re-clicking the active group closes it, with search and keyboard access. The current visual hierarchy/style is not accepted merely because the grouping mechanics exist; redesign must improve clarity without inventing a second Settings engine.",AMBIGUOUS_SETTINGS_VS_DETAILS_DUPLICATION_AND_CURRENT_GROUPING_STYLE_ACCEPTANCE,Global Settings; top navigation; toolbar Details/Actions; command/shortcut presentation across all 23 surfaces,SETTINGS_CONTEXT_ROLE_MAP__NO_DUPLICATE_OWNER__SAME_COMMAND_BINDING_WHERE_SHORTCUT_EXISTS__ACTIVE_GROUP_RECLOSES__ONE_OPEN__SEARCH_KEYBOARD__VISUAL_HIERARCHY_OWNER_REVIEW
OD-20260918-054,P0,ACTIVE,CEP_STRUCTURED_EDITOR_ALL_COMPATIBLE_CONSUMERS,STRUCTURED_INSERTION_GAP_DONOR_INTERACTION_RESTORATION,"Restore and preserve the accepted Library donor insertion-gap interaction across every compatible Structured consumer, including Sticky Notes: primary/left click (and keyboard activation) on the insertion + opens the canonical insertion/block chooser at that exact gap; secondary/right click on the insertion + performs the fast direct action of inserting a Paragraph at that exact gap when the surface is editable. Do not swap these routes, collapse both into the chooser, or replace them with a surface-local fork. Sticky inherits this same canonical interaction while remaining always editable under OD-20260917-051.",OD-20260917-051 right-click-insertion-chooser clause only; preserves all other OD-20260917-051 requirements.,Library; Learn; Sticky Notes; every Structured-compatible authoring surface and shared Structured insertion owner,ACCEPTED_DONOR_EVENT_ROUTE_MATCH__LEFT_CLICK_CHOOSER__RIGHT_CLICK_DIRECT_PARAGRAPH__KEYBOARD_CHOOSER__EXACT_GAP_TARGET__CENTRAL_PROPAGATION_AND_REVERT__NO_SURFACE_LOCAL_FORK
OD-20260918-055,P0,ACTIVE,ALL_23_SURFACES,SURFACE_IDENTITY_FUNCTIONAL_COMPLETENESS_RESCUE_GATE,"The current M0/A6 result must not be accepted, promoted, or treated as surface-complete where it loses or genericizes the governed identity, purpose, workflows, region composition, commands, state semantics, original recoverable reference value, or applicable Owner decisions of any CEP surface. Before rescue mutation, the Controller must reconstruct a zero-loss 23-surface identity/reference matrix from current SurfaceProfiles and requirement index, applicable live Owner decisions, exact accepted/shared donors, and classified original surface references/value-recovery evidence. Each surface must then compose the required shared owners through its own typed domain/data/provider truth and required TOP/TOOLBAR/LEFT/CENTER/RIGHT/BOTTOM/TRANSIENT roles. Route reachability, generic JSON/truth stages, shared-owner presence, smoke PASS, tests, or screenshots never substitute for surface-purpose/function completeness. Owner direct hands-on rejection overrides lower CLEAN/PASS claims for the affected result.","Any interpretation that 23/23 route smoke, generic controller composition, shared-owner binding alone, or prior A6 shard CLEAN is sufficient Surface acceptance.",All 23 CEP surfaces; final A6 synthesis; any rescue/convergence mission; all shared-family consumers,23_SURFACE_ZERO_LOSS_IDENTITY_REFERENCE_MATRIX__PER_SURFACE_PURPOSE_OBJECTS_COMMANDS_SLOTS_STATES_PROVIDER_TRUTH__REFERENCE_VALUE_COMPARISON__OWNER_DECISION_COVERAGE__NO_GENERICIZATION__RESULT_FIRST_BROWSER_RUNTIME_VISUAL_INTERACTION_FALSIFICATION
OD-20260918-056,P0,ACTIVE,W03_FOCUS_SPACE_3_STUDIO_INTERACTION,WORKSPACE_FIRST_DIRECT_MANIPULATION_AND_OBJECT_LIFECYCLE,"Enterprise, Scenarios, Labs, Runs and Results are workspaces/studios, not surfaces governed by a universal Read/Edit mode. Their default product interaction is active work according to each surface purpose and the selected object lifecycle: modeling/authoring for Enterprise, Scenarios and Labs; operational control for Runs; historical analysis/replay/AAR/compare for Results. Nodes, relations, phases, events, tasks, runtime objects, replay cursors and analytical selections remain directly interactive whenever the domain state, provider truth and command authority permit. Immutability applies to specific published/sealed artifacts and facts—not to the whole surface. Published Enterprise/Twin/Scenario/Lab revisions, Baselines, immutable Run Manifests and sealed Result/Event facts must be changed only through clone/new/superseding revision or the authorized lifecycle action; this must not be implemented by converting the owning workspace into a global read-only mode. A Read/Edit control is allowed only for compatible Structured document/editor content where actual object editability requires it; it is not a universal W03 surface mode and must not gate unrelated Studio interactions or Sticky Note editability.",ANY_GLOBAL_W03_READ_EDIT_OR_DOMAIN_READONLY_SURFACE_INTERPRETATION__OBJECT_IMMUTABILITY_AS_SURFACE_READONLY,W03 Enterprise; Scenarios; Labs; Runs; Results; their toolbar/action availability; Structured-compatible embedded content; rescue missions and acceptance proof,W03_NO_GLOBAL_READ_EDIT_MODE__WORKSPACE_FIRST_DIRECT_MANIPULATION__OBJECT_LIFECYCLE_GATING__PUBLISHED_SEALED_IMMUTABLE_NEW_OR_SUPERSEDING_REVISION__RUNS_LIFECYCLE_ACTIONS__RESULTS_INTERACTIVE_REPLAY_AAR_COMPARE__NO_DOMAIN_READONLY_GENERICIZATION
OD-20260918-057,P0,ACTIVE,POST_M0_RESCUE_EXECUTION,BALANCED_SPECIALIST_COVERAGE_EXECUTION,"For the post-M0 zero-loss rescue, use value-weighted balanced specialist execution rather than overloading a few broad Writers or fragmenting into gratuitous micro-Writers. Partition mutable work first by canonical owner/seam and collision boundary, then by coherent surface/domain family. Each specialist must have a bounded medium-sized workload, exact path/owner locks, current Owner decisions and matrix rows, and must return an exact delta/evidence package. After specialist results, use one bounded Coverage/Convergence Writer per coherent group to consume only Controller-approved deltas, close group-level omissions and real-consumer composition, then run an independent group audit before global convergence. Shared hotspots and final wiring remain serialized; sibling ZIP overlay is forbidden. Parallelism is optimized for time-to-complete accepted product quality, completeness and reviewability, not Writer count.",FIVE_OVERLOADED_RESCUE_WRITERS_OR_UNBOUNDED_MICRO_WRITER_FRAGMENTATION,POST_M0_RESCUE_SPECIALISTS__GROUP_COVERAGE__GROUP_AUDIT__GLOBAL_CONVERGENCE__FINAL_AUDIT,MEDIUM_BOUNDED_SPECIALISTS__OWNER_PATH_LOCKS__GROUP_COVERAGE_AFTER_CONTROLLER_DELTA_REVIEW__INDEPENDENT_GROUP_AUDIT__SERIAL_SHARED_HOTSPOTS__NO_SIBLING_OVERLAY__FINAL_INTEGRATED_AUDIT
OD-20260920-059,P0,ACTIVE,CEP_SHARED_PRESENTATION_AND_SURFACE_IDENTITY,SHARED_MECHANICS_DO_NOT_OVERRIDE_SURFACE_SEMANTICS,"Shared global/family owners govern compatible Presentation grammar, placement, slots, pane/window/focus/overflow/responsive behavior and reusable interaction mechanics. They do not own or standardize every Surface's command inventory, labels, content, workflow, lifecycle, data, provider truth or semantic effects. Each SurfaceProfile and its domain/provider owners supply those Surface-specific truths through thin adapters and composition. Library is an accepted donor and normal consumer, not the universal semantic or action template. Learn inherits the maximum compatible Structured/Library mechanics while preserving Learning semantics; other Surfaces consume only the shared mechanics justified by their own identity. Toolbar composition is two-layered: a small explicitly classified universal action set plus Surface-specific contextual/domain actions and availability predicates.",ANY_SHARED_PRESENTATION_OR_LIBRARY_DONOR_INTERPRETATION_THAT_OVERRIDES_OR_COPIES_SURFACE_SEMANTICS_ACTIONS_OR_DOMAIN_TRUTH,ALL_23_SURFACES__GLOBAL_AND_FAMILY_PRESENTATION_OWNERS__SURFACE_PROFILES__TOOLBARS_PANES_CONTEXT_NOTES,AUTHORITY_DIMENSION_CLASSIFICATION__SHARED_OWNER_IDENTITY_PRESERVED__SURFACE_COMMAND_AND_DOMAIN_TRUTH_PRESERVED__NO_LIBRARY_SEMANTIC_TEMPLATE__LEARN_MAXIMUM_COMPATIBLE_INHERITANCE__PER_SURFACE_ACTION_AVAILABILITY
OD-20260920-060,P0,ACTIVE,CEP_STACK_AND_DEPENDENCY_ADMISSION,STACK_EXPANSION_LOCK_WITH_SEPARATE_FINAL_FREEZE_GATE,"Protect the current simple CEP stack from unproven expansion. The admitted baseline is Node.js/TypeScript, browser-native UI, local node:http transport, node:sqlite behind the existing persistence boundary, @xterm/xterm as Terminal renderer, the narrow C++17 Win32/ConPTY sidecar behind platform capabilities, and Playwright as development/test evidence tooling. A Writer may not add an application framework, ORM, database driver/service, queue, second application runtime, desktop shell, bridge technology or Product dependency unless an exact current requirement proves the existing stack cannot satisfy the needed function and the Controller records an explicit dependency-admission disposition. Compatible build/test/capture tool or version substitution is not Product-stack expansion. STACK_EXPANSION_LOCKED does not equal STACK_FROZEN; final freeze still requires accepted Windows/xterm/PTY/ConPTY and applicable platform capability proof.",UNBOUNDED_WRITER_SELECTED_STACK_EXPANSION__PREMATURE_STACK_FROZEN,ALL_WRITERS_CONTROLLERS_PRODUCT_DEPENDENCIES_RUNTIME_PERSISTENCE_PLATFORM_AND_TOOLING,PACKAGE_AND_LOCKFILE_DIFF_SCAN__DEPENDENCY_ADMISSION_LEDGER__NO_NEW_PRODUCT_DEPENDENCY_WITHOUT_PROVEN_GAP__WINDOWS_XTERM_CONPTY_PLATFORM_GATES_BEFORE_STACK_FROZEN
OD-20260921-062,P0,ACTIVE,WRITER_REPOSITORY_AUTHORITY_BOUNDARY,LEAN_SELF_CONTAINED_WRITER_REPOSITORY,"Writer-facing GitHub repositories and self-contained execution packages must contain the exact Product parent plus a Controller-distilled task authority packet, not mutable live Controller state or a wholesale copy of Controller governance. Do not include live CURRENT_STATE.md, full CONTROLLER_GOVERNANCE.md, full OWNER_DECISION_LIVE_REGISTER.csv, or unrelated Controller review/history merely for self-containment. Include the exact current mission; exact parent/source/package identity; all Owner decisions applicable to that mission with their binding text and verification expectations; exact affected SurfaceProfiles; applicable domain/oracle/visual references; protected truths; writable/read-only/prohibited boundaries; acceptance/falsification gates; known environment/truth ceilings; and the minimum Controller handoff/evidence required to reproduce the task. The repository is an execution input, never acceptance authority. If the Controller declares the packaged authority packet stale or a newer Owner decision materially changes the task, execution must stop until the packet is refreshed.",WHOLESALE_LIVE_CONTROLLER_WORKSPACE_OR_STALE_CURRENT_STATE_SNAPSHOT_INSIDE_WRITER_REPOSITORY,ALL_SELF_CONTAINED_WRITER_REPOSITORIES__GOOGLE_AI_STUDIO__CHATGPT_WRITERS__COLAB_GITHUB_BOOTSTRAP,EXACT_PRODUCT_PARENT__MISSION_BOUND_AUTHORITY_PACKET__APPLICABLE_OWNER_DECISIONS_ZERO_LOSS__NO_LIVE_CURRENT_STATE__NO_FULL_CONTROLLER_GOVERNANCE__SURFACE_PROFILE_ORACLE_REFERENCE_BINDING__PACKAGE_MANIFEST__STALE_PACKET_STOP_GATE
OD-20260921-065,P0,ACTIVE,PRESENTATION_CORR02_GITHUB_REPOSITORY_VISIBILITY,PUBLIC_EXISTING_WRITER_REPOSITORY,"For the exact Presentation CORR02 Writer bootstrap, the Owner explicitly requires the selected existing GitHub repository `hamad933/cep-writer-baseline-repo` to remain PUBLIC. Public visibility is intentional and is not a bootstrap blocker. The bootstrap must verify the exact repository identity, require the remote to be empty, target only branch `main`, use the notebook variable `token` for authenticated write access without printing or persisting it in the remote URL, stage only manifest-authorized paths, and refuse force-push or overwrite. This decision supersedes only the prior Private-visibility requirement in OD-20260921-063/064; all other exact Drive-ID, SHA, manifest, Product identity, token, empty-remote, no-force, and branch gates remain unchanged.",OD-20260921-063_PRIVATE_VISIBILITY_REQUIREMENT_ONLY__OD-20260921-064_PRIVACY_CARRY_FORWARD_ONLY,PRESENTATION_CORR02_LEAN_WRITER_REPOSITORY__hamad933/cep-writer-baseline-repo__main,TARGET_REPO_EXACT_IDENTITY__VISIBILITY_PUBLIC__EMPTY_REMOTE__DEFAULT_BRANCH_MAIN__DRIVE_API_EXACT_FILE_ID__ZIP_SHA__REPOSITORY_TREE__PRODUCT_SOURCE_IDENTITY__TOKEN_VARIABLE_ONLY__TOKEN_FREE_REMOTE_URL__NO_FORCE__MANIFEST_ALLOWLIST_STAGE
OD-20260921-066,P0,ACTIVE,CEP_LONG_LIVED_WRITER_GITHUB_REPOSITORY,MISSION_BOUND_CANDIDATE_BRANCH_WORKFLOW,"For the long-lived CEP Writer GitHub repository, `main` is the Controller-bound Writer baseline branch, not a free Writer worktree and not automatic CEP acceptance authority. Every mutating Writer mission must start from an exact Controller-bound `main` commit and work on one mission-specific candidate branch. Writers may commit/push only to that bound candidate branch and must never push directly to `main`, merge to `main`, create a release, self-promote, or mutate live Controller governance. Product changes belong only to genuine Product paths. `cep-writer/` remains Controller-owned read-only task authority. Small textual Writer handoff/evidence may be written under the mission's bounded `writer-output/<mission>/` path; heavy ZIPs/screenshots/baselines are not committed unless a mission explicitly requires them. The Controller audits the exact candidate-branch HEAD. Only after Controller acceptance may the Controller integrate the admitted Product delta into `main`, update Drive acceptance/live state, and refresh the same `cep-writer/` task packet for the next mission. Git history preserves old packets; do not create accumulating Writer-history folders merely for lineage.",MISSION_R6_PRESENTATION_PARITY_CORR02_NO_GITHUB_PUSH_CLAUSE_ONLY__POST_BOOTSTRAP_WRITER_DIRECT_MAIN_PUSH_INTERPRETATION,GOOGLE_AI_STUDIO_WRITERS__CHATGPT_WRITERS__ALL_FUTURE_REPOSITORY_BASED_MUTATING_WRITER_MISSIONS,EXACT_MAIN_BASELINE_COMMIT__MISSION_BRANCH_FROM_EXACT_BASE__NO_DIRECT_MAIN_PUSH__NO_MERGE__NO_RELEASE__CEP_WRITER_READ_ONLY__BOUNDED_WRITER_OUTPUT_PATH__EXACT_BRANCH_HEAD_HANDOFF__CONTROLLER_AUDIT_BEFORE_MAIN_INTEGRATION__PRODUCT_ONLY_PROMOTION__TASK_PACKET_REFRESH_AFTER_ACCEPTANCE
OD-20260921-067,P0,ACTIVE,WRITER_REPOSITORY_SELF_CONTAINED_EXECUTION_INPUTS,WRITER_COMPLETE_MAIN_PLUS_MISSION_OVERLAY,"The long-lived CEP GitHub Writer repository must be self-contained for Writer execution inputs. `main` must carry the current Controller-bound Product baseline plus every reusable/current Writer-readable input that a competent Writer may need without fetching live Controller files from Google Drive: required build/test tooling, contracts/profiles, current governed visual-reference assets, applicable domain/oracle/technical references, Writer-relevant Owner-decision snapshots, protected-truth/acceptance rules, and repository workflow guidance. A mission branch inherits those inputs from exact `main` and adds only the exact immutable mission/task overlay and any additional task-specific input not already present. Required reference images/PDFs/fixtures are INPUTS and remain in GitHub even when relatively large; do not remove them merely to minimize repository size. If an essential input is too large for ordinary Git, provide a deterministic Writer-consumable projection in the repository and preserve the original in Drive, or use another Git-native mechanism only after proving all intended Writer environments can consume it. Writer execution must not depend on live Drive lookups for required task inputs. Google Drive remains canonical for live Controller state/governance and for heavy GENERATED OUTPUT custody such as candidate/evidence/baseline ZIPs, large screenshot result sets, videos, generated reports and other bulky evidence. Branches may commit small handoff/results/receipts that bind external Drive outputs by file ID, SHA-256, bytes, source/commit identity and classification. Before any Writer branch launches, Controller must run a self-containment gate proving every mission-required input resolves to an in-repository path with exact hash/classification and no required Drive-only dependency.",,ALL_CEP_WRITER_BASELINES__ALL_MUTATING_WRITER_BRANCHES__GOOGLE_AI_STUDIO__CHATGPT_WRITERS,MAIN_PRODUCT_BASELINE_EXACT__WRITER_INPUT_MANIFEST_COMPLETE__ALL_REQUIRED_REFERENCES_LOCAL__VISUAL_REFERENCE_ASSETS_LOCAL__APPLICABLE_OWNER_DECISIONS_LOCAL__PROFILES_ORACLES_LOCAL__NO_REQUIRED_LIVE_DRIVE_FETCH__MISSION_OVERLAY_COMPLETE__SELF_CONTAINMENT_CHECK_PASS__HEAVY_GENERATED_OUTPUTS_EXTERNAL_DRIVE_WITH_HASH_BOUND_RECEIPTS
OD-20260921-069,P0,ACTIVE,GOOGLE_AI_STUDIO_MISSION_BRANCH_MATERIALIZATION,MANUAL_GIT_BRANCH_CLONE_OVER_MAIN_ONLY_BUILTIN_SYNC,"For CEP Google AI Studio Writer missions, AI Studio built-in GitHub synchronization is treated as MAIN-only for this workflow and MUST NOT be relied on to read, materialize, track, or write a non-main mission branch. The mission prompt must direct AI Studio to create a separate manual Git working tree by cloning/fetching the exact public repository and checking out the exact Controller-bound candidate branch. If AI Studio already opened/imported a built-in-synced main workspace, that workspace remains read-only/non-mission and the Writer must not mutate it. All mission edits, build, preview, tests, screenshots and final handoff must operate from the manual candidate-branch clone only. The repository default branch remains `main`; do not change it merely for AI Studio. Before mutation, prove remote URL, branch name, exact starting HEAD, clean status, baseline ancestry and Product/source identity. During preparation and local preview phases no write credential is required for the public repository and no final push is allowed. After explicit Owner visual approval, branch push may use Git CLI against the exact candidate branch with a fine-grained GitHub token supplied only through an AI Studio Secret/environment variable or another non-echoing credential mechanism. Never paste the token into prompts/chat, print it, commit it, write it into files, or embed it persistently in the remote URL. Built-in sync must not be used as the mission publish path. This decision supersedes only the OD-20260921-068 assumptions that built-in AI Studio sync/import can target the exact mission branch or is preferred for branch publication.",OD-20260921-068_BUILT_IN_SYNC_BRANCH_TARGETING_AND_PREFERRED_SYNC_CLAUSES_ONLY,ALL_GOOGLE_AI_STUDIO_WRITER_MISSIONS__PRESENTATION_CORR02,PUBLIC_REPO_MANUAL_CLONE__EXACT_CANDIDATE_BRANCH__EXACT_START_HEAD__MAIN_REMAINS_DEFAULT__BUILTIN_SYNC_NOT_MISSION_BRANCH_TRANSPORT__SEPARATE_WORKTREE__NO_PRODUCT_MUTATION_BEFORE_IDENTITY_PASS__NO_WRITE_SECRET_BEFORE_OWNER_REVIEW__FINAL_GIT_CLI_PUSH_TO_EXACT_BRANCH__SECRET_NON_ECHOING__NO_MAIN_WRITE
